"","squirrel_id","litter_id","grid","sex","byear","dyear","dateE","dateS","field_bdate","dam_id","sire_id","bcert","longevity","age_first_litter","litter_size","LBS","litters"
"1",24816,9245,"BT","M",2019,NA,NA,NA,NA,23794,NA,"Y",NA,0,NA,0,0
"2",24817,9245,"BT","F",2019,NA,NA,NA,NA,23794,NA,"Y",NA,NA,NA,NA,NA
"3",11994,5070,"JO","F",2011,2016,2016-03-21,NA,NA,10096,NA,"Y",1825,730,2,12,4
"4",11994,5070,"JO","F",2011,2016,2016-03-21,NA,NA,10096,NA,"Y",1825,730,3,12,4
"5",11994,5070,"JO","F",2011,2016,2016-03-21,NA,NA,10096,NA,"Y",1825,730,4,12,4
"6",11994,5070,"JO","F",2011,2016,2016-03-21,NA,NA,10096,NA,"Y",1825,730,3,12,4
"7",12846,5070,"JO","F",2011,2014,2014-08-17,NA,NA,10096,NA,"Y",1095,365,3,10,4
"8",12846,5070,"JO","F",2011,2014,2014-08-17,NA,NA,10096,NA,"Y",1095,365,2,10,4
"9",12846,5070,"JO","F",2011,2014,2014-08-17,NA,NA,10096,NA,"Y",1095,365,2,10,4
"10",12846,5070,"JO","F",2011,2014,2014-08-17,NA,NA,10096,NA,"Y",1095,365,3,10,4
"11",12702,5102,"JO","M",2011,2011,2011-08-15,NA,NA,11607,NA,"Y",0,0,NA,0,0
"12",12847,5102,"JO","F",2011,2011,2011-05-25,NA,NA,11607,NA,"Y",0,NA,NA,NA,NA
"13",928,353,"SU","M",1987,1990,1990-08-23,1987-02-03,1987-02-03,67,NA,"Y",1297,NA,NA,NA,NA
"14",2295,353,"SU","F",1987,1994,1994-07-19,1987-02-03,1987-02-03,67,NA,"Y",2723,1206,3,21,6
"15",2295,353,"SU","F",1987,1994,1994-07-19,1987-02-03,1987-02-03,67,NA,"Y",2723,1206,3,21,6
"16",2295,353,"SU","F",1987,1994,1994-07-19,1987-02-03,1987-02-03,67,NA,"Y",2723,1206,4,21,6
"17",2295,353,"SU","F",1987,1994,1994-07-19,1987-02-03,1987-02-03,67,NA,"Y",2723,1206,4,21,6
"18",2295,353,"SU","F",1987,1994,1994-07-19,1987-02-03,1987-02-03,67,NA,"Y",2723,1206,3,21,6
"19",2295,353,"SU","F",1987,1994,1994-07-19,1987-02-03,1987-02-03,67,NA,"Y",2723,1206,4,21,6
"20",51,351,"KL","F",1987,1987,1987-05-25,1987-02-04,1987-02-04,1890,NA,"Y",110,NA,NA,NA,NA
"21",55,351,"KL","F",1987,1987,1987-05-28,1987-02-04,1987-02-04,1890,NA,"Y",113,NA,NA,NA,NA
"22",203,351,"KL","F",1987,1987,1987-08-03,1987-02-04,1987-02-04,1890,NA,"Y",180,NA,NA,NA,NA
"23",186,326,"FL","M",1987,1987,1987-07-27,1987-02-21,1987-02-21,8837,NA,"Y",156,NA,NA,NA,NA
"24",77,362,"SU","M",1987,1987,1987-06-01,1987-02-28,1987-02-28,688,NA,"Y",93,NA,NA,NA,NA
"25",93,331,"KL","M",1987,1987,1987-06-15,1987-03-06,1987-03-06,158,NA,"Y",101,NA,NA,NA,NA
"26",134,331,"KL","F",1987,1987,1987-06-22,1987-03-06,1987-03-06,158,NA,"Y",108,NA,NA,NA,NA
"27",881,331,"KL","F",1987,1990,1990-08-20,1987-03-06,1987-03-06,158,NA,"Y",1263,776,1,3,2
"28",881,331,"KL","F",1987,1990,1990-08-20,1987-03-06,1987-03-06,158,NA,"Y",1263,776,2,3,2
"29",224,361,"SU","M",1987,1987,1987-08-11,1987-03-06,1987-03-06,687,NA,"Y",158,NA,NA,NA,NA
"30",54,345,"KL","F",1987,1987,1987-05-25,1987-03-08,1987-03-08,875,NA,"Y",78,NA,NA,NA,NA
"31",58,374,"SU","F",1987,1987,1987-06-01,1987-03-08,1987-03-08,1693,NA,"Y",85,NA,NA,NA,NA
"32",83,345,"KL","F",1987,1987,1987-06-08,1987-03-08,1987-03-08,875,NA,"Y",92,NA,NA,NA,NA
"33",178,345,"KL","M",1987,1987,1987-07-20,1987-03-08,1987-03-08,875,NA,"Y",134,NA,NA,NA,NA
"34",191,346,"KL","M",1987,1987,1987-08-03,1987-03-17,1987-03-17,880,NA,"Y",139,NA,NA,NA,NA
"35",1332,346,"KL","M",1987,1992,1992-06-18,1987-03-17,1987-03-17,880,NA,"Y",1920,NA,NA,NA,NA
"36",70,346,"KL","M",1987,1987,1987-06-01,1987-03-17,1987-03-17,880,NA,"Y",76,NA,NA,NA,NA
"37",106,323,"FL","F",1987,1987,1987-06-22,1987-03-18,1987-03-18,393,NA,"Y",96,NA,NA,NA,NA
"38",133,320,"FL","M",1987,1987,1987-06-22,1987-03-18,1987-03-18,253,NA,"Y",96,NA,NA,NA,NA
"39",163,320,"FL","F",1987,1987,1987-07-13,1987-03-18,1987-03-18,253,NA,"Y",117,NA,NA,NA,NA
"40",615,320,"FL","F",1987,1989,1989-08-15,1987-03-18,1987-03-18,253,NA,"Y",881,773,2,2,1
"41",234,320,"FL","F",1987,1988,1988-05-05,1987-03-18,1987-03-18,253,NA,"Y",414,NA,NA,NA,NA
"42",62,350,"KL","F",1987,1987,1987-06-01,1987-03-19,1987-03-19,1397,NA,"Y",74,NA,NA,NA,NA
"43",68,350,"KL","M",1987,1987,1987-06-01,1987-03-19,1987-03-19,1397,NA,"Y",74,NA,NA,NA,NA
"44",71,350,"KL","M",1987,1987,1987-06-01,1987-03-19,1987-03-19,1397,NA,"Y",74,NA,NA,NA,NA
"45",46,322,"FL","M",1987,1987,1987-05-18,1987-03-19,1987-03-19,300,NA,"Y",60,NA,NA,NA,NA
"46",135,322,"FL",NA,1987,1987,1987-06-22,1987-03-19,1987-03-19,300,NA,"Y",95,NA,NA,NA,NA
"47",102,322,"FL","M",1987,1987,1987-06-22,1987-03-19,1987-03-19,300,NA,"Y",95,NA,NA,NA,NA
"48",131,322,"FL","M",1987,1987,1987-06-22,1987-03-19,1987-03-19,300,NA,"Y",95,NA,NA,NA,NA
"49",81,338,"KL","M",1987,1987,1987-06-08,1987-03-19,1987-03-19,371,NA,"Y",81,NA,NA,NA,NA
"50",57,329,"KL","F",1987,1987,1987-06-01,1987-03-24,1987-03-24,73,NA,"Y",69,NA,NA,NA,NA
"51",60,329,"KL","F",1987,1987,1987-06-01,1987-03-24,1987-03-24,73,NA,"Y",69,NA,NA,NA,NA
"52",61,329,"KL","M",1987,1987,1987-06-01,1987-03-24,1987-03-24,73,NA,"Y",69,NA,NA,NA,NA
"53",80,357,"SU","M",1987,1987,1987-06-01,1987-03-25,1987-03-25,199,NA,"Y",68,NA,NA,NA,NA
"54",50,330,"KL","M",1987,1987,1987-05-25,1987-03-26,1987-03-26,76,NA,"Y",60,NA,NA,NA,NA
"55",52,330,"KL","F",1987,1987,1987-05-25,1987-03-26,1987-03-26,76,NA,"Y",60,NA,NA,NA,NA
"56",129,330,"KL","F",1987,1987,1987-06-22,1987-03-26,1987-03-26,76,NA,"Y",88,NA,NA,NA,NA
"57",173,352,"KL","F",1987,1987,1987-07-13,1987-03-28,1987-03-28,8838,NA,"Y",107,NA,NA,NA,NA
"58",172,352,"KL","F",1987,1987,1987-07-13,1987-03-28,1987-03-28,8838,NA,"Y",107,NA,NA,NA,NA
"59",204,360,"SU","F",1987,1987,1987-08-03,1987-03-30,1987-03-30,613,NA,"Y",126,NA,NA,NA,NA
"60",79,319,"FL","M",1987,1987,1987-06-01,1987-03-31,1987-03-31,195,NA,"Y",62,NA,NA,NA,NA
"61",206,319,"FL","F",1987,1987,1987-08-03,1987-03-31,1987-03-31,195,NA,"Y",125,NA,NA,NA,NA
"62",235,319,"FL","M",1987,1988,1988-05-15,1987-03-31,1987-03-31,195,NA,"Y",411,NA,NA,NA,NA
"63",419,319,"FL","M",1987,1989,1989-04-29,1987-03-31,1987-03-31,195,NA,"Y",760,NA,NA,NA,NA
"64",85,334,"KL","F",1987,1987,1987-06-08,1987-04-01,1987-04-01,241,NA,"Y",68,NA,NA,NA,NA
"65",132,359,"SU","M",1987,1987,1987-06-22,1987-04-01,1987-04-01,399,NA,"Y",82,NA,NA,NA,NA
"66",546,359,"SU","F",1987,1989,1989-07-01,1987-04-01,1987-04-01,399,NA,"Y",822,NA,NA,NA,NA
"67",64,339,"KL","M",1987,1987,1987-06-01,1987-04-02,1987-04-02,567,NA,"Y",60,NA,NA,NA,NA
"68",74,339,"KL","M",1987,1987,1987-06-01,1987-04-02,1987-04-02,567,NA,"Y",60,NA,NA,NA,NA
"69",207,315,"FL","M",1987,1987,1987-08-03,1987-04-03,1987-04-03,126,NA,"Y",122,NA,NA,NA,NA
"70",258,315,"FL","F",1987,1988,1988-05-14,1987-04-03,1987-04-03,126,NA,"Y",407,NA,NA,NA,NA
"71",385,315,"FL","M",1987,1988,1988-07-21,1987-04-03,1987-04-03,126,NA,"Y",475,NA,NA,NA,NA
"72",53,325,"FL","F",1987,1987,1987-05-25,1987-04-04,1987-04-04,664,NA,"Y",51,NA,NA,NA,NA
"73",201,325,"FL","F",1987,1987,1987-08-03,1987-04-04,1987-04-04,664,NA,"Y",121,NA,NA,NA,NA
"74",59,325,"FL","F",1987,1987,1987-06-01,1987-04-04,1987-04-04,664,NA,"Y",58,NA,NA,NA,NA
"75",236,327,"FL","F",1987,1988,1988-05-05,1987-04-08,1987-04-08,8839,NA,"Y",393,NA,NA,NA,NA
"76",92,372,"SU","F",1987,1987,1987-06-15,1987-04-08,1987-04-08,1516,NA,"Y",68,NA,NA,NA,NA
"77",82,328,"KL","F",1987,1987,1987-06-08,1987-04-10,1987-04-10,69,NA,"Y",59,NA,NA,NA,NA
"78",88,328,"KL","F",1987,1987,1987-06-08,1987-04-10,1987-04-10,69,NA,"Y",59,NA,NA,NA,NA
"79",94,317,"FL","M",1987,1987,1987-06-15,1987-04-16,1987-04-16,167,NA,"Y",60,NA,NA,NA,NA
"80",188,317,"FL","F",1987,1987,1987-07-27,1987-04-16,1987-04-16,167,NA,"Y",102,NA,NA,NA,NA
"81",87,321,"FL","M",1987,1987,1987-06-08,1987-04-19,1987-04-19,263,NA,"Y",50,NA,NA,NA,NA
"82",187,321,"FL","F",1987,1987,1987-07-27,1987-04-19,1987-04-19,263,NA,"Y",99,NA,NA,NA,NA
"83",78,316,"FL","F",1987,1987,1987-06-01,1987-04-22,1987-04-22,127,NA,"Y",40,NA,NA,NA,NA
"84",49,316,"FL","F",1987,1987,1987-04-22,1987-04-22,1987-04-22,127,NA,"Y",0,NA,NA,NA,NA
"85",183,316,"FL","F",1987,1987,1987-07-27,1987-04-22,1987-04-22,127,NA,"Y",96,NA,NA,NA,NA
"86",37,318,"FL","M",1987,1987,1987-04-23,1987-04-23,1987-04-23,194,NA,"Y",0,NA,NA,NA,NA
"87",38,318,"FL","M",1987,1987,1987-04-23,1987-04-23,1987-04-23,194,NA,"Y",0,NA,NA,NA,NA
"88",41,318,"FL","F",1987,1987,1987-04-23,1987-04-23,1987-04-23,194,NA,"Y",0,NA,NA,NA,NA
"89",190,318,"FL","M",1987,1987,1987-08-03,1987-04-23,1987-04-23,194,NA,"Y",102,NA,NA,NA,NA
"90",475,318,"FL","F",1987,1989,1989-05-22,1987-04-23,1987-04-23,194,NA,"Y",760,384,3,6,2
"91",475,318,"FL","F",1987,1989,1989-05-22,1987-04-23,1987-04-23,194,NA,"Y",760,384,3,6,2
"92",84,332,"KL","F",1987,1987,1987-05-13,1987-05-13,1987-05-13,217,NA,"Y",0,NA,NA,NA,NA
"93",89,332,"KL","F",1987,1987,1987-05-13,1987-05-13,1987-05-13,217,NA,"Y",0,NA,NA,NA,NA
"94",90,332,"KL","F",1987,1987,1987-05-13,1987-05-13,1987-05-13,217,NA,"Y",0,NA,NA,NA,NA
"95",91,332,"KL","F",1987,1987,1987-05-13,1987-05-13,1987-05-13,217,NA,"Y",0,NA,NA,NA,NA
"96",339,474,"SU","M",1988,1988,1988-06-23,1988-03-19,1988-03-19,1693,NA,"Y",96,NA,NA,NA,NA
"97",828,474,"SU","M",1988,1990,1990-08-15,1988-03-19,1988-03-19,1693,NA,"Y",879,NA,NA,NA,NA
"98",1571,432,"LL","F",1988,1992,1992-08-18,1988-04-02,1988-04-02,662,NA,"Y",1599,1151,2,6,2
"99",1571,432,"LL","F",1988,1992,1992-08-18,1988-04-02,1988-04-02,662,NA,"Y",1599,1151,4,6,2
"100",338,432,"LL","M",1988,1988,1988-06-23,1988-04-02,1988-04-02,662,NA,"Y",82,NA,NA,NA,NA
"101",1645,432,"LL","M",1988,1993,1993-04-23,1988-04-02,1988-04-02,662,NA,"Y",1847,NA,NA,NA,NA
"102",2252,426,"LL","M",1988,1994,1994-08-15,1988-04-12,1988-04-12,425,NA,"Y",2316,NA,NA,NA,NA
"103",719,426,"LL","F",1988,1990,1990-03-23,1988-04-12,1988-04-12,425,NA,"Y",710,NA,NA,NA,NA
"104",1020,426,"LL","M",1988,1990,1990-09-07,1988-04-12,1988-04-12,425,NA,"Y",878,NA,NA,NA,NA
"105",2410,426,"LL","M",1988,1994,1994-08-18,1988-04-12,1988-04-12,425,NA,"Y",2319,NA,NA,NA,NA
"106",1289,419,"KL","M",1988,1992,1992-05-18,1988-04-13,1988-04-13,1397,NA,"Y",1496,NA,NA,NA,NA
"107",1944,419,"KL","F",1988,1993,1993-12-19,1988-04-13,1988-04-13,1397,NA,"Y",2076,759,2,13,4
"108",1944,419,"KL","F",1988,1993,1993-12-19,1988-04-13,1988-04-13,1397,NA,"Y",2076,759,3,13,4
"109",1944,419,"KL","F",1988,1993,1993-12-19,1988-04-13,1988-04-13,1397,NA,"Y",2076,759,4,13,4
"110",1944,419,"KL","F",1988,1993,1993-12-19,1988-04-13,1988-04-13,1397,NA,"Y",2076,759,4,13,4
"111",1576,429,"LL","F",1988,1992,1992-08-20,1988-04-14,1988-04-14,601,NA,"Y",1589,770,3,8,3
"112",1576,429,"LL","F",1988,1992,1992-08-20,1988-04-14,1988-04-14,601,NA,"Y",1589,770,2,8,3
"113",1576,429,"LL","F",1988,1992,1992-08-20,1988-04-14,1988-04-14,601,NA,"Y",1589,770,3,8,3
"114",2565,429,"LL","M",1988,1995,1995-06-14,1988-04-14,1988-04-14,601,NA,"Y",2617,NA,NA,NA,NA
"115",1265,425,"LL","F",1988,1992,1992-03-24,1988-04-15,1988-04-15,424,NA,"Y",1439,1105,2,2,1
"116",1274,425,"LL","F",1988,1992,1992-05-05,1988-04-15,1988-04-15,424,NA,"Y",1481,NA,NA,NA,NA
"117",242,387,"FL","F",1988,1988,1988-04-16,1988-04-16,1988-04-16,619,NA,"Y",0,NA,NA,NA,NA
"118",332,387,"FL","M",1988,1988,1988-06-21,1988-04-16,1988-04-16,619,NA,"Y",66,NA,NA,NA,NA
"119",265,418,"KL","M",1988,1988,1988-04-16,1988-04-16,1988-04-16,1321,NA,"Y",0,NA,NA,NA,NA
"120",716,418,"KL","M",1988,1990,1990-03-12,1988-04-16,1988-04-16,1321,NA,"Y",695,NA,NA,NA,NA
"121",905,418,"KL","M",1988,1990,1990-08-22,1988-04-16,1988-04-16,1321,NA,"Y",858,NA,NA,NA,NA
"122",247,412,"KL","M",1988,1988,1988-04-19,1988-04-19,1988-04-19,880,NA,"Y",0,NA,NA,NA,NA
"123",251,456,"SU","M",1988,1988,1988-04-19,1988-04-19,1988-04-19,709,NA,"Y",0,NA,NA,NA,NA
"124",359,456,"SU","M",1988,1988,1988-07-06,1988-04-19,1988-04-19,709,NA,"Y",78,NA,NA,NA,NA
"125",1654,456,"SU","M",1988,1993,1993-03-08,1988-04-19,1988-04-19,709,NA,"Y",1784,NA,NA,NA,NA
"126",252,452,"SU","F",1988,1988,1988-04-20,1988-04-20,1988-04-20,613,NA,"Y",0,NA,NA,NA,NA
"127",2119,452,"SU","F",1988,1994,1994-05-24,1988-04-20,1988-04-20,613,NA,"Y",2225,1102,3,18,6
"128",2119,452,"SU","F",1988,1994,1994-05-24,1988-04-20,1988-04-20,613,NA,"Y",2225,1102,4,18,6
"129",2119,452,"SU","F",1988,1994,1994-05-24,1988-04-20,1988-04-20,613,NA,"Y",2225,1102,4,18,6
"130",2119,452,"SU","F",1988,1994,1994-05-24,1988-04-20,1988-04-20,613,NA,"Y",2225,1102,2,18,6
"131",2119,452,"SU","F",1988,1994,1994-05-24,1988-04-20,1988-04-20,613,NA,"Y",2225,1102,4,18,6
"132",2119,452,"SU","F",1988,1994,1994-05-24,1988-04-20,1988-04-20,613,NA,"Y",2225,1102,1,18,6
"133",281,439,"LL","M",1988,1988,1988-04-21,1988-04-21,1988-04-21,1042,NA,"Y",0,NA,NA,NA,NA
"134",375,439,"LL","M",1988,1988,1988-07-18,1988-04-21,1988-04-21,1042,NA,"Y",88,NA,NA,NA,NA
"135",2456,439,"LL","F",1988,1994,1994-07-20,1988-04-21,1988-04-21,1042,NA,"Y",2281,1489,3,13,4
"136",2456,439,"LL","F",1988,1994,1994-07-20,1988-04-21,1988-04-21,1042,NA,"Y",2281,1489,4,13,4
"137",2456,439,"LL","F",1988,1994,1994-07-20,1988-04-21,1988-04-21,1042,NA,"Y",2281,1489,3,13,4
"138",2456,439,"LL","F",1988,1994,1994-07-20,1988-04-21,1988-04-21,1042,NA,"Y",2281,1489,3,13,4
"139",243,393,"FL","M",1988,1988,1988-04-22,1988-04-22,1988-04-22,669,NA,"Y",0,NA,NA,NA,NA
"140",244,393,"FL","M",1988,1988,1988-04-22,1988-04-22,1988-04-22,669,NA,"Y",0,NA,NA,NA,NA
"141",245,393,"FL","F",1988,1988,1988-04-22,1988-04-22,1988-04-22,669,NA,"Y",0,NA,NA,NA,NA
"142",246,393,"FL","M",1988,1988,1988-04-22,1988-04-22,1988-04-22,669,NA,"Y",0,NA,NA,NA,NA
"143",311,460,"SU","M",1988,1988,1988-04-22,1988-04-22,1988-04-22,872,NA,"Y",0,NA,NA,NA,NA
"144",1937,460,"SU","F",1988,1993,1993-12-16,1988-04-22,1988-04-22,872,NA,"Y",2064,1469,4,14,4
"145",1937,460,"SU","F",1988,1993,1993-12-16,1988-04-22,1988-04-22,872,NA,"Y",2064,1469,4,14,4
"146",1937,460,"SU","F",1988,1993,1993-12-16,1988-04-22,1988-04-22,872,NA,"Y",2064,1469,3,14,4
"147",1937,460,"SU","F",1988,1993,1993-12-16,1988-04-22,1988-04-22,872,NA,"Y",2064,1469,3,14,4
"148",398,460,"SU","F",1988,1989,1989-04-17,1988-04-22,1988-04-22,872,NA,"Y",360,NA,NA,NA,NA
"149",335,453,"SU","M",1988,1988,1988-06-23,1988-04-23,1988-04-23,687,NA,"Y",61,NA,NA,NA,NA
"150",346,453,"SU","M",1988,1988,1988-06-23,1988-04-23,1988-04-23,687,NA,"Y",61,NA,NA,NA,NA
"151",347,453,"SU","M",1988,1988,1988-04-23,1988-04-23,1988-04-23,687,NA,"Y",0,NA,NA,NA,NA
"152",266,441,"LL","M",1988,1988,1988-04-23,1988-04-23,1988-04-23,1144,NA,"Y",0,NA,NA,NA,NA
"153",361,441,"LL","F",1988,1988,1988-04-23,1988-04-23,1988-04-23,1144,NA,"Y",0,NA,NA,NA,NA
"154",1019,441,"LL","M",1988,1990,1990-09-07,1988-04-23,1988-04-23,1144,NA,"Y",867,NA,NA,NA,NA
"155",255,450,"SU","F",1988,1988,1988-04-24,1988-04-24,1988-04-24,399,NA,"Y",0,NA,NA,NA,NA
"156",256,450,"SU","F",1988,1988,1988-04-24,1988-04-24,1988-04-24,399,NA,"Y",0,NA,NA,NA,NA
"157",295,428,"LL","F",1988,1988,1988-04-25,1988-04-25,1988-04-25,595,NA,"Y",0,NA,NA,NA,NA
"158",553,428,"LL","F",1988,1989,1989-08-15,1988-04-25,1988-04-25,595,NA,"Y",477,NA,NA,NA,NA
"159",2208,428,"LL","M",1988,1994,1994-08-15,1988-04-25,1988-04-25,595,NA,"Y",2303,NA,NA,NA,NA
"160",268,386,"FL","F",1988,1988,1988-05-25,1988-04-26,1988-04-26,509,NA,"Y",29,NA,NA,NA,NA
"161",340,386,"FL","M",1988,1988,1988-06-23,1988-04-26,1988-04-26,509,NA,"Y",58,NA,NA,NA,NA
"162",341,386,"FL","F",1988,1988,1988-06-23,1988-04-26,1988-04-26,509,NA,"Y",58,NA,NA,NA,NA
"163",15046,386,"FL","M",1988,1988,1988-04-26,1988-04-26,1988-04-26,509,NA,"Y",0,NA,NA,NA,NA
"164",324,398,"KL","F",1988,1988,1988-06-17,1988-04-26,1988-04-26,325,NA,"Y",52,NA,NA,NA,NA
"165",264,385,"FL","M",1988,1988,1988-04-26,1988-04-26,1988-04-26,497,NA,"Y",0,NA,NA,NA,NA
"166",333,385,"FL","M",1988,1988,1988-06-21,1988-04-26,1988-04-26,497,NA,"Y",56,NA,NA,NA,NA
"167",334,385,"FL","M",1988,1988,1988-06-21,1988-04-26,1988-04-26,497,NA,"Y",56,NA,NA,NA,NA
"168",512,427,"LL","M",1988,1989,1989-06-09,1988-04-28,1988-04-28,543,NA,"Y",407,NA,NA,NA,NA
"169",1025,427,"LL","M",1988,1990,1990-09-09,1988-04-28,1988-04-28,543,NA,"Y",864,NA,NA,NA,NA
"170",1192,427,"LL","F",1988,1991,1991-07-23,1988-04-28,1988-04-28,543,NA,"Y",1181,762,3,6,2
"171",1192,427,"LL","F",1988,1991,1991-07-23,1988-04-28,1988-04-28,543,NA,"Y",1181,762,3,6,2
"172",262,401,"KL","F",1988,1988,1988-04-29,1988-04-29,1988-04-29,370,NA,"Y",0,NA,NA,NA,NA
"173",696,401,"KL","M",1988,1989,1989-09-25,1988-04-29,1988-04-29,370,NA,"Y",514,NA,NA,NA,NA
"174",902,401,"KL","M",1988,1990,1990-08-22,1988-04-29,1988-04-29,370,NA,"Y",845,NA,NA,NA,NA
"175",285,438,"LL","M",1988,1988,1988-04-29,1988-04-29,1988-04-29,1032,NA,"Y",0,NA,NA,NA,NA
"176",1589,438,"LL","F",1988,1992,1992-08-20,1988-04-29,1988-04-29,1032,NA,"Y",1574,1106,3,6,2
"177",1589,438,"LL","F",1988,1992,1992-08-20,1988-04-29,1988-04-29,1032,NA,"Y",1574,1106,3,6,2
"178",1731,438,"LL","F",1988,1993,1993-04-11,1988-04-29,1988-04-29,1032,NA,"Y",1808,1120,3,7,2
"179",1731,438,"LL","F",1988,1993,1993-04-11,1988-04-29,1988-04-29,1032,NA,"Y",1808,1120,4,7,2
"180",658,438,"LL","F",1988,1989,1989-08-15,1988-04-29,1988-04-29,1032,NA,"Y",473,NA,NA,NA,NA
"181",250,470,"SU","M",1988,1988,1988-05-01,1988-05-01,1988-05-01,1516,NA,"Y",0,NA,NA,NA,NA
"182",349,470,"SU","M",1988,1988,1988-06-28,1988-05-01,1988-05-01,1516,NA,"Y",58,NA,NA,NA,NA
"183",783,470,"SU","F",1988,1990,1990-06-22,1988-05-01,1988-05-01,1516,NA,"Y",782,NA,NA,NA,NA
"184",277,391,"FL","M",1988,1988,1988-05-01,1988-05-01,1988-05-01,661,NA,"Y",0,NA,NA,NA,NA
"185",352,391,"FL","F",1988,1988,1988-06-30,1988-05-01,1988-05-01,661,NA,"Y",60,NA,NA,NA,NA
"186",863,391,"FL","F",1988,1990,1990-08-01,1988-05-01,1988-05-01,661,NA,"Y",822,NA,NA,NA,NA
"187",282,447,"SU","F",1988,1988,1988-05-01,1988-05-01,1988-05-01,279,NA,"Y",0,NA,NA,NA,NA
"188",283,447,"SU","F",1988,1988,1988-05-01,1988-05-01,1988-05-01,279,NA,"Y",0,NA,NA,NA,NA
"189",355,376,"FL","M",1988,1988,1988-06-30,1988-05-02,1988-05-02,276,NA,"Y",59,NA,NA,NA,NA
"190",590,433,"LL","M",1988,1989,1989-08-15,1988-05-02,1988-05-02,729,NA,"Y",470,NA,NA,NA,NA
"191",1348,433,"LL","F",1988,1992,1992-06-09,1988-05-02,1988-05-02,729,NA,"Y",1499,1118,3,7,2
"192",1348,433,"LL","F",1988,1992,1992-06-09,1988-05-02,1988-05-02,729,NA,"Y",1499,1118,4,7,2
"193",2419,433,"LL","F",1988,1994,1994-08-18,1988-05-02,1988-05-02,729,NA,"Y",2299,1104,2,4,2
"194",2419,433,"LL","F",1988,1994,1994-08-18,1988-05-02,1988-05-02,729,NA,"Y",2299,1104,2,4,2
"195",302,455,"SU","F",1988,1988,1988-05-03,1988-05-03,1988-05-03,692,NA,"Y",0,NA,NA,NA,NA
"196",303,455,"SU","M",1988,1988,1988-05-03,1988-05-03,1988-05-03,692,NA,"Y",0,NA,NA,NA,NA
"197",691,455,"SU","M",1988,1989,1989-09-25,1988-05-03,1988-05-03,692,NA,"Y",510,NA,NA,NA,NA
"198",15085,396,"KL","F",1988,1988,1988-05-04,1988-05-04,1988-05-04,241,NA,"Y",0,NA,NA,NA,NA
"199",15086,396,"KL","M",1988,1988,1988-05-04,1988-05-04,1988-05-04,241,NA,"Y",0,NA,NA,NA,NA
"200",15087,396,"KL","M",1988,1988,1988-05-04,1988-05-04,1988-05-04,241,NA,"Y",0,NA,NA,NA,NA
"201",351,399,"KL","M",1988,1988,1988-06-29,1988-05-05,1988-05-05,356,NA,"Y",55,NA,NA,NA,NA
"202",358,399,"KL","F",1988,1988,1988-07-03,1988-05-05,1988-05-05,356,NA,"Y",59,NA,NA,NA,NA
"203",364,399,"KL","M",1988,1988,1988-07-07,1988-05-05,1988-05-05,356,NA,"Y",63,NA,NA,NA,NA
"204",327,405,"KL","M",1988,1988,1988-06-18,1988-05-05,1988-05-05,695,NA,"Y",44,NA,NA,NA,NA
"205",583,405,"KL","F",1988,1989,1989-08-02,1988-05-05,1988-05-05,695,NA,"Y",454,NA,NA,NA,NA
"206",1465,405,"KL","M",1988,1992,1992-07-21,1988-05-05,1988-05-05,695,NA,"Y",1538,NA,NA,NA,NA
"207",308,378,"FL","M",1988,1988,1988-05-07,1988-05-07,1988-05-07,310,NA,"Y",0,NA,NA,NA,NA
"208",309,378,"FL","F",1988,1988,1988-05-07,1988-05-07,1988-05-07,310,NA,"Y",0,NA,NA,NA,NA
"209",392,378,"FL","F",1988,1988,1988-08-23,1988-05-07,1988-05-07,310,NA,"Y",108,NA,NA,NA,NA
"210",278,382,"FL","F",1988,1988,1988-05-08,1988-05-08,1988-05-08,448,NA,"Y",0,NA,NA,NA,NA
"211",382,382,"FL","F",1988,1988,1988-07-21,1988-05-08,1988-05-08,448,NA,"Y",74,NA,NA,NA,NA
"212",383,382,"FL","M",1988,1988,1988-07-21,1988-05-08,1988-05-08,448,NA,"Y",74,NA,NA,NA,NA
"213",286,377,"FL","M",1988,1988,1988-05-08,1988-05-08,1988-05-08,284,NA,"Y",0,NA,NA,NA,NA
"214",374,377,"FL","M",1988,1988,1988-07-18,1988-05-08,1988-05-08,284,NA,"Y",71,NA,NA,NA,NA
"215",668,377,"FL","F",1988,1989,1989-08-15,1988-05-08,1988-05-08,284,NA,"Y",464,NA,NA,NA,NA
"216",272,379,"FL","M",1988,1988,1988-05-09,1988-05-09,1988-05-09,393,NA,"Y",0,NA,NA,NA,NA
"217",273,379,"FL","M",1988,1988,1988-05-09,1988-05-09,1988-05-09,393,NA,"Y",0,NA,NA,NA,NA
"218",305,380,"FL","F",1988,1988,1988-06-08,1988-05-10,1988-05-10,415,NA,"Y",29,NA,NA,NA,NA
"219",306,380,"FL","M",1988,1988,1988-06-08,1988-05-10,1988-05-10,415,NA,"Y",29,NA,NA,NA,NA
"220",362,380,"FL","F",1988,1988,1988-07-06,1988-05-10,1988-05-10,415,NA,"Y",57,NA,NA,NA,NA
"221",270,390,"FL","F",1988,1988,1988-05-10,1988-05-10,1988-05-10,654,NA,"Y",0,NA,NA,NA,NA
"222",274,390,"FL","F",1988,1988,1988-05-10,1988-05-10,1988-05-10,654,NA,"Y",0,NA,NA,NA,NA
