"","observer","ageclass","sex","cohort","year","age","grid","trialnumber","trialdate","walk","jump","hole","hang","chew","groom","still","front","back","attack","attacklatency","approachlatency","squirrel_id","OFT1","OFT2"
"694","ADK","J","F",2012,2012,0,"KL",3,2012-07-30,0.330533333333333,0.0933333333333333,0.00444444444444444,0.473444444444444,0.00666666666666667,0.0571777777777778,0,NA,NA,NA,NA,NA,13535,0.935007011977554,0.612470933824592
"695","ADK","J","F",2012,2012,0,"KL",3,2012-07-30,0.233755555555556,0.00888888888888889,0.00222222222222222,0.130133333333333,0,0.0890222222222222,0.301022222222222,NA,NA,NA,NA,NA,13499,-0.791824636611822,-0.604346695900855
"696","ADK","J","F",2012,2012,0,"KL",3,2012-07-30,0.0647333333333333,0,0.00222222222222222,0,0,0.0487111111111111,0.673133333333333,NA,NA,NA,NA,NA,13334,-2.08513663146494,-0.542267539227776
"697","ADK","J","M",2012,2012,0,"KL",1,2012-07-30,0.203222222222222,0.0333333333333333,0.0133333333333333,0.766955555555556,0.00822222222222222,0.0153555555555556,0,0.659266666666667,0.583566666666667,0.00666666666666667,0.0540666666666667,0.0360333333333333,13351,0.203832578683855,1.76635301131178
"698","ADK","J","F",2012,2012,0,"KL",1,2012-07-30,0.589711111111111,0.191111111111111,0.00222222222222222,0.139911111111111,0.0553111111111111,0.0651555555555555,0.00577777777777778,0.8123,0.2563,0,1,0.117566666666667,13646,2.69231190743752,-0.401484383807271
"699","ADK","J","F",2012,2012,0,"KL",1,2012-07-31,0.305822222222222,0.0244444444444444,0.00222222222222222,0.278088888888889,0.0573777777777778,0.0460444444444444,0.191711111111111,0.3914,0.426466666666667,0,1,0.272933333333333,13443,0.0479737758966738,0.359486221669291
"700","ADK","J","M",2012,2012,0,"SU",2,2012-08-07,0.0694222222222222,0.0111111111111111,0.00666666666666667,0.2,0.0289333333333333,0.0373777777777778,0.303622222222222,NA,NA,NA,NA,NA,12165,-1.10173085121322,0.145847731895393
"701","ADK","J","M",2012,2012,0,"SU",2,2012-08-07,0.274311111111111,0.0311111111111111,0,0.0969555555555556,0,0.0536222222222222,0.467933333333333,NA,NA,NA,NA,NA,10049,-0.749810880800982,-0.335375830258318
"702","ARM","J","F",2012,2012,0,"SU",1,2012-08-07,0.279253333333333,0.102222222222222,0.0133333333333333,0.472557777777778,0.229291111111111,0.02194,0.206557777777778,0.823913333333333,0.14116,0.0366666666666667,0.01379,0.00244666666666667,13397,1.23754345307724,1.2583700129827
"703","ADK","J","F",2012,2012,0,"KL",3,2012-08-08,0.2564,0.0511111111111111,0.00444444444444444,0.0524888888888889,0.004,0.0420666666666667,0.548622222222222,NA,NA,NA,NA,NA,12187,-0.72293755061656,-0.441431007302953
"704","ADK","J","F",2012,2012,0,"KL",3,2012-08-08,0.0716444444444445,0.00222222222222222,0,0.0471777777777778,0,0.0140666666666667,0.716911111111111,NA,NA,NA,NA,NA,13475,-2.08153792260078,-0.0164143639464497
"705","ADK","J","M",2012,2012,0,"KL",1,2012-08-11,0.300511111111111,0.144444444444444,0.00666666666666667,0.4166,0.0794444444444444,0.0947777777777778,0.110888888888889,0.945666666666667,0.469266666666667,0,1,0.00766666666666667,13534,1.19604080213478,0.143141495038202
"706","ADK","A","F",2010,2012,2,"SU",1,2012-08-11,0.3982,0.0733333333333333,0.00444444444444444,0.314644444444444,0.1522,0.0678222222222222,0.0560666666666667,0,1,0,1,1,12524,1.28114469783187,0.355902247967799
"707","ARM","J","F",2012,2012,0,"KL",1,2012-08-11,0.277068888888889,0.0711111111111111,0.0511111111111111,0.197935555555556,0.120957777777778,0.0342533333333333,0.395491111111111,0,0.999883333333333,0,0.996326666666667,0.996326666666667,13643,0.660126945780913,-0.662109174330927
"708","ADK","J","M",2012,2012,0,"SU",2,2012-08-14,0.140311111111111,0.0155555555555556,0,0.0996888888888889,0.0318222222222222,0.193044444444444,0.343111111111111,NA,NA,NA,NA,NA,13352,-1.27198357455172,-1.62295514839596
"709","ADK","A","F",2010,2012,2,"SU",1,2012-08-14,0.164888888888889,0.0555555555555556,0.00222222222222222,0.345177777777778,0.178111111111111,0.155488888888889,0.334444444444444,0.019,0.790133333333333,0.00666666666666667,0.203866666666667,0.186866666666667,11577,-0.313349140336421,-0.304682243102515
"710","ADK","Y","F",2012,2013,1,"KL",2,2013-04-26,NA,NA,NA,NA,NA,NA,NA,0.632666666666667,0.2577,0.0466666666666667,0.0794,0.00266666666666667,12285,NA,NA
"711","ADK","Y","M",2012,2013,1,"KL",3,2013-04-26,0.193933333333333,0.04,0.00666666666666667,0.1726,0.167711111111111,0.0351333333333333,0.384044444444444,0.998466666666667,0,0,1,0.00153333333333333,13287,-0.195091083503467,0.325730067598276
"712","ADK","Y","F",2012,2013,1,"KL",4,2013-04-26,0.0978222222222222,0.0266666666666667,0.00222222222222222,0.205733333333333,0.0244888888888889,0.100288888888889,0.0734222222222222,0.2159,0.5946,0,1,0.0350333333333333,13535,-0.61493016476887,-0.392589098364841
"713","ADK","Y","F",2012,2013,1,"KL",4,2013-04-26,0.196866666666667,0.0422222222222222,0,0.119577777777778,0.0257111111111111,0.0262444444444444,0.5202,0,1,0,1,1,13499,-0.893680357591307,0.0775140229937318
"714","ADK","Y","F",2012,2013,1,"KL",3,2013-04-27,0.264444444444444,0.0688888888888889,0.00222222222222222,0.103488888888889,0.319844444444444,0.0502888888888889,0.0261333333333333,0.757066666666667,0.2012,0.0233333333333333,0.0554,0.0247,13288,1.33043038571607,0.402034914807263
"715","ADK","Y","F",2012,2013,1,"KL",6,2013-04-27,0.0967333333333333,0.00888888888888889,0,0.024,0,0.195844444444444,0.574822222222222,0.260166666666667,0.0233333333333333,0.00666666666666667,0.154166666666667,0.00366666666666667,19257,-2.02299631241685,-1.9445648586266
"716","ADK","Y","M",2012,2013,1,"KL",1,2013-04-27,0.607933333333333,0.1,0.00222222222222222,0.353133333333333,0.120288888888889,0.0187111111111111,0,0.0130333333333333,0.941666666666667,0,1,0.187533333333333,13466,2.3031857825403,0.868157967656328
"717","ADK","Y","F",2012,2013,1,"KL",2,2013-04-29,0.280488888888889,0.06,0.00666666666666667,0.240733333333333,0.147066666666667,0.121222222222222,0.0905555555555556,0.724333333333333,0.122566666666667,0.0133333333333333,0.474166666666667,0.00703333333333333,13646,0.606241830400418,-0.416114362753965
"718","ADK","Y","F",2012,2013,1,"SU",1,2013-04-29,0.363622222222222,0.106666666666667,0,0.465933333333333,0.128266666666667,0.0524888888888889,0.00644444444444444,0.9329,0.00533333333333333,0,1,0.00166666666666667,13438,1.45566341864374,0.976329141051525
"719","ADK","Y","M",2012,2013,1,"SU",3,2013-04-29,0.147666666666667,0.0355555555555556,0.00444444444444444,0.134644444444444,0.0442222222222222,0.0272222222222222,0.2266,0,1,0,1,1,12165,-0.449227854031955,0.11461369965154
"720","ADK","Y","F",2012,2013,1,"KL",1,2013-04-30,0.5094,0.0844444444444444,0.00888888888888889,0.364666666666667,0.0502444444444444,0.0580888888888889,0,0.386666666666667,0.4865,0,1,0.00766666666666667,13412,1.63385090450662,0.247119318710573
"721","ADK","Y","F",2012,2013,1,"SU",3,2013-05-01,0.366311111111111,0.0244444444444444,0.00666666666666667,0.0413777777777778,0.3064,0.0659333333333333,0,0.799166666666667,0.0390666666666667,0.0566666666666667,0.0153333333333333,0.0116666666666667,11031,1.3355389865196,-0.0574620157091649
"722","ADK","Y","M",2012,2013,1,"SU",2,2013-05-01,0.0694,0.00888888888888889,0,0.00911111111111111,0,0.1784,0.477444444444444,0,1,0,1,1,13385,-1.89430283347404,-1.78629137095792
"723","ADK","Y","M",2012,2013,1,"SU",3,2013-05-01,0.0802888888888889,0.0155555555555556,0,0.0765333333333333,0.00977777777777778,0.0444,0.723155555555556,0,1,0,1,1,11017,-1.98418426188375,-0.235956414638017
"724","ADK","Y","F",2012,2013,1,"KL",5,2013-05-03,0.1774,0.0133333333333333,0.00888888888888889,0.0396,0,0.0620888888888889,0.371777777777778,0.0264,0.8832,0,1,0.0327,13305,-0.96448084599688,-0.713527905600385
"725","ADK","Y","F",2012,2013,1,"KL",3,2013-05-04,0.330088888888889,0.0755555555555556,0.00444444444444444,0.109822222222222,0.434,0.0776222222222222,0,NA,NA,NA,NA,NA,12285,1.9569779746405,0.319247396208772
"726","ADK","Y","F",2012,2013,1,"KL",7,2013-05-05,0.230733333333333,0.0533333333333333,0.00444444444444444,0.119666666666667,0,0.0742888888888889,0.234688888888889,0.4578,0.0961666666666667,0.00666666666666667,0.727066666666667,0.00366666666666667,12210,-0.256317030237231,-0.546331043310086
"727","ADK","A","F",2011,2013,2,"KL",3,2013-05-05,0.140711111111111,0.0177777777777778,0,0.0769555555555556,0.00555555555555556,0.0652,0.388022222222222,0.0417,0.943133333333333,0,1,0.00533333333333333,13445,-1.16613574080017,-0.43722869881959
"728","ADK","Y","F",2012,2013,1,"KL",3,2013-05-05,0.103155555555556,0.02,0.00444444444444444,0.127,0.0267111111111111,0.154377777777778,0.510822222222222,0,1,0,1,1,13366,-1.57628373000572,-1.26308863883625
"729","ADK","Y","F",2012,2013,1,"KL",3,2013-05-07,0.2838,0.0644444444444444,0.00222222222222222,0.245733333333333,0.0524666666666667,0.0502888888888889,0.0146888888888889,0.792166666666667,0.151833333333333,0.0166666666666667,0.172166666666667,0.0153666666666667,13332,0.620507799736054,0.218658147299632
"730","ADK","Y","F",2012,2013,1,"KL",1,2013-05-15,0.403355555555556,0.0955555555555556,0.00222222222222222,0.0958,0.0329333333333333,0.221111111111111,0.211222222222222,0.774066666666667,0.126766666666667,0.01,0.243566666666667,0.00166666666666667,11020,0.505624870148978,-2.08380777199404
"731","JAH","A","M",2011,2013,2,"KL",1,2013-06-03,0.317777777777778,0.0555555555555556,0.0355555555555556,0.388888888888889,0.0266666666666667,0.0311111111111111,0.0355555555555556,0.86,0.01,0.0966666666666667,0.00666666666666667,0,13048,0.945575778477234,0.0652486761396773
"732","JAH","A","M",2010,2013,3,"SU",1,2013-06-03,0.242222222222222,0.0533333333333333,0.0355555555555556,0.317777777777778,0.0822222222222222,0.0488888888888889,0.02,0.04,0.00333333333333333,0.01,0.986666666666667,0.94,11945,0.822355415921509,-0.169037792730734
"733","JAH","A","M",2010,2013,3,"KL",1,2013-06-05,0.322222222222222,0.1,0.0222222222222222,0.564444444444444,0.16,0.0422222222222222,0.0133333333333333,0.636666666666667,0.01,0.0166666666666667,0.0266666666666667,0.02,13039,1.59832345643258,0.985399343601401
"734","JAH","A","M",2009,2013,4,"KL",2,2013-06-06,0.0844444444444444,0.0155555555555556,0.0444444444444444,0.0688888888888889,0.0177777777777778,0.02,0.0355555555555556,0.953333333333333,0.00666666666666667,0.02,0.00333333333333333,0.00333333333333333,11460,-0.100978437912779,-0.824687943086217
"735","JAH","A","M",2010,2013,3,"KL",1,2013-06-06,0.324444444444444,0.0777777777777778,0.04,0.195555555555556,0.0133333333333333,0.06,0.0333333333333333,0,0.126666666666667,0,1,0.203333333333333,12657,1.09821635181371,-0.912471323825802
"736","JAH","A","M",2011,2013,2,"KL",1,2013-06-10,0.357777777777778,0.0755555555555556,0.04,0.32,0.16,0.0333333333333333,0.00888888888888889,0.626666666666667,0.14,0.0266666666666667,0.18,0.0766666666666667,13179,1.71981265616846,0.0247299607773918
"737","JAH","A","M",2011,2013,2,"KL",1,2013-06-10,0.122222222222222,0.0222222222222222,0.06,0.406666666666667,0.0822222222222222,0.0288888888888889,0.146666666666667,1,0,0.00666666666666667,0.02,0.0166666666666667,12705,0.2165813224105,-0.176411824279175
"738","JAH","A","M",2011,2013,2,"KL",1,2013-06-10,0.18,0.0466666666666667,0,0.28,0.0155555555555556,0.08,0.08,0.146666666666667,0.71,0.00333333333333333,0.00666666666666667,0.00333333333333333,12825,-0.190083022569802,0.0118876692212613
"739","JAH","A","M",2009,2013,4,"KL",2,2013-06-10,0.00222222222222222,0.00222222222222222,0,0.997777777777778,0,0,0,1,0,0,1,1,11266,-0.857676711464671,2.91620932516943
"740","JAH","A","M",2010,2013,3,"KL",1,2013-06-11,0.00222222222222222,0.00444444444444444,0.00222222222222222,0.984444444444444,0,0,0.00444444444444444,0.826666666666667,0.173333333333333,0,1,0.863333333333333,12678,-0.825104484792537,2.8308002095978
"741","JAH","A","M",2011,2013,2,"KL",1,2013-06-11,0.197777777777778,0.0377777777777778,0.0222222222222222,0.317777777777778,0,0.0355555555555556,0.0111111111111111,0,0,0,1,1,12830,0.20933551137742,0.0898443766480017
"742","JAH","A","M",2010,2013,3,"KL",1,2013-06-12,0.371111111111111,0.177777777777778,0,0.353333333333333,0.144444444444444,0.0177777777777778,0,0.773333333333333,0.0533333333333333,0.0333333333333333,0.226666666666667,0.0666666666666667,12007,2.18754770115312,1.0061048705547
"743","JAH","A","M",2010,2013,3,"KL",1,2013-06-12,0.173333333333333,0.08,0.0266666666666667,0.608888888888889,0.106666666666667,0.0266666666666667,0.0555555555555556,0.236666666666667,0.46,0.0166666666666667,0,0,12576,0.773308903630336,1.11776565361981
"744","JAH","A","M",2010,2013,3,"KL",1,2013-06-12,0.32,0.151111111111111,0.0244444444444444,0.382222222222222,0.0466666666666667,0.00888888888888889,0.00444444444444444,0,0,0,1,1,12018,1.78267088437592,0.49288161857626
"745","JAH","A","M",2011,2013,2,"KL",1,2013-06-13,0.184444444444444,0.1,0.02,0.733333333333333,0.128888888888889,0.0155555555555556,0,0.366666666666667,0.623333333333333,0.1,0.00333333333333333,0,13125,1.10407338521312,1.75965358735761
"746","JAH","A","M",2011,2013,2,"KL",1,2013-06-13,0.348888888888889,0.0888888888888889,0.0266666666666667,0.348888888888889,0.348888888888889,0.0266666666666667,0.0288888888888889,0.313333333333333,0.653333333333333,0.0266666666666667,0.0433333333333333,0.0266666666666667,12542,2.17671830222007,0.853588099335047
"747","JAH","A","M",2010,2013,3,"KL",1,2013-06-13,0.24,0.135555555555556,0.0333333333333333,0.451111111111111,0.251111111111111,0.0177777777777778,0.00888888888888889,0,0.893333333333333,0,1,0,12364,2.0420879573315,0.891449204797769
"748","JAH","A","M",2011,2014,3,"KL",2,2014-06-07,0.215555555555556,0.0355555555555556,0.0311111111111111,0.02,0.0355555555555556,0.144444444444444,0.635555555555556,0.52,0.08,0,1,0,13179,-0.986009551279676,-2.05591622431467
"749","JAH","A","M",2012,2014,2,"SU",1,2014-06-08,0.08,0.0222222222222222,0.0222222222222222,0.108888888888889,0.00444444444444444,0.246666666666667,0.128888888888889,0.0566666666666667,0.0833333333333333,0.113333333333333,0.19,0.0566666666666667,12166,-0.955514080366575,-2.62529059688203
"750","ARM","Y","M",2013,2014,1,"KL",1,2014-06-09,0.337931111111111,0.1,0.06,0.49974,0.191155555555556,0.0180933333333333,0.10756,0.889423333333333,0.0736933333333333,0.0733333333333333,0.00422666666666667,0.00078,19884,2.00292052392998,0.320987839171045
"751","JAH","Y","M",2013,2014,1,"KL",1,2014-06-09,0.191111111111111,0.0644444444444444,0.0155555555555556,0.515555555555556,0.173333333333333,0.0555555555555556,0.00888888888888889,0,1,0,1,1,19901,0.808642765203948,0.942382044043257
"752","JAH","A","M",2012,2014,2,"KL",1,2014-06-11,0.18,0.0133333333333333,0.0466666666666667,0.0466666666666667,0,0.0533333333333333,0.777777777777778,0.826666666666667,0.0366666666666667,0.00666666666666667,0.176666666666667,0.0133333333333333,19880,-1.32264887973127,-1.43594400602892
"753","JAH","A","M",2011,2014,3,"KL",2,2014-06-11,0.444444444444444,0.0333333333333333,0.0533333333333333,0.1,0.0422222222222222,0.104444444444444,0.04,0.676666666666667,0.19,0.00666666666666667,0.153333333333333,0.0633333333333333,12825,1.25933805912058,-1.86378890004627
"754","JAH","A","M",2010,2014,4,"KL",1,2014-06-11,0.397777777777778,0.0177777777777778,0.0488888888888889,0.222222222222222,0.0488888888888889,0.0733333333333333,0.153333333333333,0,1,0,1,1,11983,0.792864744596602,-1.08282675898221
"755","JAH","Y","M",2013,2014,1,"KL",1,2014-06-14,0.495555555555556,0.144444444444444,0.0622222222222222,0.28,0.0644444444444444,0.0222222222222222,0.222222222222222,0,0,0,1,1,19791,2.32267459310642,-0.754367878119918
"756","ARM","Y","M",2013,2014,1,"KL",1,2014-06-15,0,0.00666666666666667,0,0.0043,0.00163111111111111,0.0124577777777778,0.991331111111111,0.999886666666667,0,0,0.96877,0.00125,19815,-2.81249760782932,-0.13049661940936
"757","JAH","A","M",2012,2014,2,"KL",1,2014-06-16,0.14,0.102222222222222,0.0333333333333333,0.628888888888889,0.0955555555555556,0.02,0.0488888888888889,0.643333333333333,0.233333333333333,0.0333333333333333,0,0,19748,0.908660954288654,1.07861492001236
"758","JAH","A","M",2012,2014,2,"KL",1,2014-06-17,0.186666666666667,0.0333333333333333,0.0866666666666667,0.104444444444444,0.0533333333333333,0.0444444444444444,0.231111111111111,0.523333333333333,0.203333333333333,0.0866666666666667,0.266666666666667,0.253333333333333,19882,0.517582790936204,-1.8397902568553
"759","JAH","A","M",2011,2014,3,"KL",2,2014-06-17,0.106666666666667,0.00444444444444444,0.0288888888888889,0.06,0.00888888888888889,0.0333333333333333,0.826666666666667,0.933333333333333,0.00666666666666667,0.06,0.00666666666666667,0.01,12705,-1.86206141438624,-0.78269220023514
"760","JAH","A","M",2010,2014,4,"KL",1,2014-06-18,0.253333333333333,0.0555555555555556,0.02,0.193333333333333,0.0577777777777778,0.168888888888889,0.553333333333333,0.88,0.0433333333333333,0.143333333333333,0.00666666666666667,0.0433333333333333,11957,-0.62728109947744,-1.55522769040357
"761","JAH","Y","M",2013,2014,1,"KL",1,2014-06-18,0.0622222222222222,0.0222222222222222,0.00666666666666667,0.142222222222222,0.00888888888888889,0.0155555555555556,0.6,0,1,0,1,1,19654,-1.62511667397211,0.122694907709119
"762","JAH","A","M",2011,2014,3,"KL",2,2014-06-19,0.337777777777778,0.115555555555556,0.0288888888888889,0.395555555555556,0.0644444444444444,0.0266666666666667,0.00888888888888889,0.646666666666667,0.126666666666667,0.0433333333333333,0,0,13125,1.60581093713768,0.309903000202873
"763","JAH","Y","M",2013,2014,1,"KL",1,2014-06-19,0.108888888888889,0.00888888888888889,0.0177777777777778,0.0133333333333333,0,0.115555555555556,0.522222222222222,0.156666666666667,0.526666666666667,0,1,0.04,19516,-1.53574056023302,-1.51449656676217
"764","ARM","Y","F",2014,2015,1,"KL",1,2015-06-29,0.166602222222222,0.0311111111111111,0.0288888888888889,0.115473333333333,0.0360466666666667,0.0189577777777778,0.690724444444444,0,0.978343333333333,0,0.459233333333333,0.00374333333333333,20191,-1.0677337069804,-0.438566131320622
"765","EBC","Y","F",2014,2015,1,"SU",1,2015-07-01,0,0,0.0266666666666667,0.8982,0,0,0,0.9871,0,0.01,0.00333333333333333,0.00666666666666667,20297,-0.606130739453688,2.08642245725003
"766","ARM","Y","M",2014,2015,1,"KL",1,2015-07-01,0.0905777777777778,0.0177777777777778,0.0288888888888889,0.0729777777777778,0,0.129871111111111,0.845675555555556,0.99588,0.00222333333333333,0,0.99654,0.00344666666666667,20864,-2.05695612496494,-1.76295213127371
"767","ARM","Y","M",2014,2015,1,"SU",1,2015-07-07,0.0853,0.0111111111111111,0.02,0.148973333333333,0.00824444444444444,0.0716288888888889,0.798193333333333,0.835686666666667,0.129243333333333,0,0.91801,0.04767,20235,-1.99098356462441,-0.736939767992143
"768","ARM","Y","F",2014,2015,1,"SU",1,2015-07-10,0.143313333333333,0.0311111111111111,0.0288888888888889,0.1147,0.0343933333333333,0.0160155555555556,0.706693333333333,0,0.97857,0,0.45905,0.00378,20059,-1.17665165063377,-0.408523530423118
"769","ARM","A","F",2014,2017,3,"KL",1,2017-05-17,0.0530111111111111,0.02,0.0155555555555556,0.0661066666666667,0.0121111111111111,0.00699555555555556,0.928048888888889,0.87458,0.0325566666666667,0.0233333333333333,0.00425333333333333,0.00024,21350,-2.19211683536315,-0.216710571255534
"770","ARM","A","F",2010,2017,7,"SU",2,2017-05-20,0.208402222222222,0.0488888888888889,0.0377777777777778,0.279653333333333,0.11008,0.0303,0.517962222222222,0.826216666666667,0.0461733333333333,0.0366666666666667,0.00195333333333333,0.000113333333333333,11576,-0.153040548411501,-0.118598250615895
"771","ARM","A","F",2014,2017,3,"KL",1,2017-05-20,0.11052,0.0355555555555556,0.02,0.107148888888889,0.0159666666666667,0.0343022222222222,0.778997777777778,0.690263333333333,0.0963166666666667,0.0133333333333333,0.04418,0.00117,21058,-1.57412991540362,-0.475029686581001
"772","ARM","A","F",2013,2017,4,"SU",1,2017-05-21,0.186411111111111,0.0155555555555556,0.0111111111111111,0.189157777777778,0.0326933333333333,0.0288333333333333,0.688757777777778,0.76455,0.11729,0.12,0.00647,0.000243333333333333,19611,-1.33823500172936,0.0310976662837223
"773","ARM","A","F",2014,2017,3,"KL",1,2017-05-21,0.136248888888889,0.0466666666666667,0.0355555555555556,0.144755555555556,0.0346955555555556,0.0257333333333333,0.695302222222222,0.4758,0.2207,0.09,0.0818933333333333,0.00293333333333333,21227,-0.996610712988103,-0.566778957455153
"774","ARM","A","F",2013,2017,4,"KL",1,2017-05-21,0.255448888888889,0.0822222222222222,0.0222222222222222,0.483777777777778,0.120517777777778,0.0301022222222222,0.356624444444444,0.941113333333333,0.03482,0.0833333333333333,0.00199,0.000653333333333333,19846,0.468452436779104,0.786959721273676
"775","ARM","A","F",2012,2017,5,"SU",2,2017-05-21,0.343657777777778,0.08,0.0177777777777778,0.288837777777778,0.0500133333333333,0.0411911111111111,0.46764,0.71682,0.18486,0.0266666666666667,0.00079,0.0000733333333333333,13438,0.254117016613807,0.0215628358121744
"776","ARM","A","F",2014,2017,3,"KL",2,2017-05-21,0.0731466666666667,0.0222222222222222,0.0155555555555556,0.111613333333333,0.000966666666666667,0.00986222222222222,0.876151111111111,0.95321,0.0370933333333333,0.0233333333333333,0.08068,0.00347,20191,-2.04060460940582,-0.143746979240126
"777","ARM","A","F",2014,2017,3,"KL",1,2017-05-21,0.496475555555556,0.0622222222222222,0.0777777777777778,0.19458,0.0483533333333333,0.0171066666666667,0.304242222222222,0.52142,0.32426,0.0133333333333333,0.0104066666666667,0.00109333333333333,20995,1.61473686586544,-1.25921609959143
"778","ARM","A","F",2014,2017,3,"KL",1,2017-05-21,0.252622222222222,0.0533333333333333,0.0111111111111111,0.268146666666667,0.198782222222222,0.0250555555555556,0.383251111111111,0.538406666666667,0.12072,0.0133333333333333,0.11267,0.0472366666666667,19984,0.276041196212823,0.646970339176933
"779","ARM","A","F",2014,2017,3,"KL",1,2017-05-21,0.264035555555556,0.0844444444444444,0.00666666666666667,0.476853333333333,0.12824,0.0223933333333333,0.349595555555556,0.704523333333333,0.26905,0.01,0.00133,0.000106666666666667,20732,0.401676412770367,1.18190337383906
"780","ARM","A","F",2014,2017,3,"SU",1,2017-05-21,0.332575555555556,0.0444444444444444,0.02,0.32466,0.0275577777777778,0.0336844444444444,0.540962222222222,0.10379,0.164353333333333,0.01,0.00366,0.00150666666666667,20600,-0.242380484472828,0.121028619529088
"781","ARM","A","F",2014,2017,3,"KL",1,2017-05-21,0.163948888888889,0.0622222222222222,0.02,0.203315555555556,0.0117888888888889,0.0191288888888889,0.712742222222222,0.509956666666667,0.105443333333333,0.00333333333333333,0.408296666666667,0.01001,21199,-1.02296455617501,-0.0828065899500206
"782","ARM","A","F",2014,2017,3,"KL",1,2017-05-21,0.191731111111111,0.0711111111111111,0.00444444444444444,0.290848888888889,0.0135355555555556,0.0362577777777778,0.544266666666667,0.07977,0.84485,0,0.891563333333333,0.0615233333333333,21215,-0.718814245074699,0.319520638917572
"783","ARM","A","F",2014,2017,3,"KL",1,2017-05-22,0.20578,0.1,0.00888888888888889,0.562033333333333,0.200111111111111,0.0158688888888889,0.283944444444444,0.86326,0.12473,0.123333333333333,0.00678666666666667,0.00267,21396,0.705831667339248,1.61676053517561
"784","ARM","A","F",2014,2017,3,"SU",1,2017-05-22,0.183091111111111,0.0355555555555556,0.0288888888888889,0.131491111111111,0.108226666666667,0.0289755555555556,0.625397777777778,0.82301,0.12255,0.0766666666666667,0.0185433333333333,0.0157433333333333,21273,-0.660391815473926,-0.339347823994304
"785","ARM","A","F",2015,2017,2,"KL",1,2017-05-22,0.21592,0.0533333333333333,0.0311111111111111,0.372537777777778,0.0692266666666667,0.0109977777777778,0.529262222222222,0.936503333333333,0.0426733333333333,0.0666666666666667,0.00422666666666667,0.00166666666666667,21578,-0.258453891781742,0.383761081897845
"786","ARM","A","F",2014,2017,3,"SU",1,2017-05-22,0.542648888888889,0.0822222222222222,0.0288888888888889,0.267702222222222,0.0544044444444444,0.0210511111111111,0.215306666666667,0.656313333333333,0.187166666666667,0.0466666666666667,0.07934,0.01812,21907,1.60360637121657,-0.0858711028977984
"787","ARM","A","F",2014,2017,3,"KL",1,2017-05-22,0.255388888888889,0.0577777777777778,0.0422222222222222,0.209757777777778,0.436291111111111,0.0199933333333333,0.195288888888889,0.0452133333333333,0.76864,0.0266666666666667,0.00235333333333333,0.00142666666666667,21342,1.70382287005313,0.427639743278294
"788","ARM","A","F",2014,2017,3,"KL",1,2017-05-22,0.145531111111111,0.0555555555555556,0.0222222222222222,0.434224444444444,0.136613333333333,0.0240088888888889,0.496986666666667,0.762436666666667,0.262923333333333,0.00666666666666667,0.00255,0.00007,20857,-0.339501773682906,0.779656255789048
"789","ARM","A","F",2014,2017,3,"SU",1,2017-05-22,0.169146666666667,0.0444444444444444,0.0222222222222222,0.410722222222222,0.123622222222222,0.0413177777777778,0.540146666666667,0.905433333333333,0.0734533333333333,0.00666666666666667,0.00691,0.0002,21921,-0.506482668351577,0.501105473879431
"790","ARM","A","F",2011,2017,6,"SU",1,2017-05-22,0.221097777777778,0.0488888888888889,0.00888888888888889,0.222582222222222,0.0534333333333333,0.0284644444444444,0.597935555555556,0.214553333333333,0.756726666666667,0,0.999943333333333,0.00837666666666667,12972,-0.732263109695406,0.199703424905594
"791","ARM","A","F",2013,2017,4,"KL",1,2017-05-22,0.0811288888888889,0.00222222222222222,0.0155555555555556,0,0,0.0174911111111111,0.918806666666667,0.92182,0.0377233333333333,0,0.993476666666667,0.00966,19583,-2.28373933572056,-0.534196805659688
"792","ARM","A","F",2014,2017,3,"KL",1,2017-05-22,0.0939466666666667,0.0422222222222222,0.00888888888888889,0.509131111111111,0.03192,0.0192577777777778,0.474415555555556,0.897503333333333,0.0192166666666667,0,0.977366666666667,0.05976,20920,-1.00963265009979,1.11502279625899
"793","ARM","A","F",2014,2017,3,"KL",1,2017-05-22,0.298793333333333,0.0488888888888889,0.0133333333333333,0.195268888888889,0.378015555555556,0.0288955555555556,0.155457777777778,0.490783333333333,0.2914,0,0.986646666666667,0.0813566666666667,22008,1.36354554400958,0.762240528066672
"794","ARM","A","F",2013,2017,4,"KL",1,2017-05-22,0.07522,0.0311111111111111,0.0288888888888889,0.139953333333333,0.0201977777777778,0.0117866666666667,0.844175555555556,0.22676,0.0524966666666667,0,0.975756666666667,0.231646666666667,19766,-1.70458478795453,-0.319756552265478
"795","ARM","A","F",2013,2017,4,"SU",1,2017-05-22,0.115033333333333,0.0266666666666667,0.0177777777777778,0.184924444444444,0.0100066666666667,0.0338866666666667,0.763853333333333,0.160696666666667,0.794683333333333,0,0.933153333333333,0.371816666666667,20044,-1.63872111610648,-0.212916953947169
"796","ARM","A","F",2014,2017,3,"SU",1,2017-05-22,0.0747244444444444,0.02,0.0111111111111111,0.0919266666666667,0.00207555555555556,0.00510444444444444,0.843895555555556,0.0195466666666667,0.983663333333333,0,0.967873333333333,0.967873333333333,21984,-2.02677827253203,-0.0511255797215153
