"","observer","ageclass","sex","cohort","year","age","grid","trialnumber","trialdate","walk","jump","hole","hang","chew","groom","still","front","back","attack","attacklatency","approachlatency","squirrel_id","OFT1","OFT2"
"286","AKB","J","M",2005,2005,0,"KL",1,2005-09-13,0.0876,0.0488888888888889,0.0111111111111111,0.0881,0,0.0902,0.5272,0,0.9902,0,1,1,7886,-1.3057196123775,-0.92365639205721
"287","AKB","J","M",2005,2005,0,"KL",1,2005-09-13,0.1206,0.0377777777777778,0.0511777777777778,0.0606,0.0058,0.0405,0.3553,0.0018,0.997,0,1,1,10138,-0.416644205830764,-1.28889132421271
"288","AKB","A","F",2002,2005,3,"SU",2,2005-09-14,0.12154,0.00222222222222222,0.071,0,0.0086,0.1738,0.3451,0.4939,0.1877,0.0433333333333333,0.001,0.1571,7278,-0.731730338697876,-3.210684293278
"289","AKB","J","F",2005,2005,0,"SU",1,2005-09-14,0.1642,0.0666666666666667,0.0755111111111111,0.0851,0,0.084,0.2251,0.1196,0.4405,0,1,0.1639,7847,0.377865092178427,-2.19849832618022
"290","AKB","J","M",2005,2005,0,"KL",1,2005-09-15,0.0981,0.0755555555555556,0.0266666666666667,0.047,0.0062,0.0201,0.5353,0,1,0,1,1,8745,-0.748944546893525,-0.647830741084161
"291","AKB","J","F",2005,2005,0,"KL",1,2005-09-16,0.3094,0.282222222222222,0.06,0.0702,0,0.0356,0.0348,0.6428,0.2858,0.04,0.234333333333333,0.231,7836,2.9420813365088,-1.57756315719835
"292","AKB","J","F",2005,2005,0,"KL",1,2005-09-16,0.2688,0.202222222222222,0.0621777777777778,0.1498,0.0301,0.0288,0.134,0,1,0,1,1,6492,2.08088589934288,-1.2132706286097
"293","AKB","J","M",2005,2005,0,"SU",1,2005-09-17,0.2809,0.208888888888889,0.0778444444444445,0.2223,0.1152,0.0241,0.0104,0.3238,0.1932,0.02,0.0828,0.0698,6844,2.83869313336465,-1.09233262218089
"294","AKB","J","M",2005,2005,0,"KL",1,2005-09-19,0.3728,0.137777777777778,0.126844444444444,0.1407,0.0315,0.0313,0.0155,0.4119,0.3484,0.04,0.156666666666667,0.0847666666666667,6525,2.81549156510741,-2.5785169571093
"295","AKB","A","F",2001,2005,4,"KL",2,2005-09-20,0.1096,0.0111111111111111,0.0177777777777778,0.0396,0,0.0765,0.419,0,1,0,1,1,6617,-1.23808778973037,-1.0279514600018
"296","AKB","J","M",2005,2005,0,"SU",1,2005-09-22,0.1389,0.1,0.0268444444444444,0.4426,0.0402,0.0225,0.0718,0.1938,0.6817,0.0533333333333333,0.434766666666667,0.2391,7087,0.600567375839828,0.540961223340018
"297","AKB","J","M",2005,2005,0,"SU",1,2005-09-25,0.3159,0.3,0.0888444444444444,0.1594,0,0.0166,0.12,0.2111,0.5081,0.00666666666666667,0.487466666666667,0.0308,6514,3.2927235796318,-1.7511143206243
"298","RWT","A","M",2005,2008,3,"KL",1,2008-04-27,0.18565,0.155555555555556,0.0422222222222222,0.0743,0.0732,0.0974,0.10585,0.0222,0.185666666666667,0,1,0.1619,8036,1.24392504615466,-1.56548805514846
"299","RWT","A","F",2005,2008,3,"KL",1,2008-04-28,0.16545,0.134444444444444,0.142222222222222,0.04675,0.0573,0.02925,0.02955,0.4041,0.0326,0,1,0.0104,10145,2.29361363655122,-3.01632081747308
"300","RWT","A","M",2005,2008,3,"KL",1,2008-04-29,0.2876,0.268888888888889,0.04,0.04005,0.06415,0.0699,0.00865,0.436066666666667,0,0.16,0.115166666666667,0.115,10136,2.71300777096513,-1.44335369871035
"301","RWT","A","M",2006,2008,2,"KL",1,2008-04-29,0.2819,0.247777777777778,0.0477777777777778,0.05585,0.0662,0.06775,0.0314,0.1473,0,0,1,1,10322,2.56914266637923,-1.52120807899077
"302","RWT","Y","M",2007,2008,1,"KL",1,2008-04-30,0.2585,0.195555555511111,0.06,0.0401,0.0095,0.1731,0.0972,0.7947,0.1553,0.04,0.202566666666667,0.1512,10376,1.69283051282504,-2.99306431950503
"303","RWT","A","M",2005,2008,3,"KL",1,2008-04-30,0.2533,0.102222222222222,0.0444444444444444,0.0347,0.0067,0.0648,0.0583,0,1,0,1,1,8582,1.02047180918886,-1.51606243677691
"304","RWT","A","M",2005,2008,3,"KL",1,2008-04-30,0.1553,0.0844444444444444,0.0311111111111111,0,0,0.0087,0.3729,0,1,0,1,1,8574,-0.118778378637661,-0.772312889653707
"305","RWT","A","M",2005,2008,3,"KL",1,2008-05-01,0.1156,0.0688888888888889,0.0266666666666667,0.0057,0.0133,0.0397,0.1202,0,0.9989,0,1,1,8609,0.0375898035626184,-0.900373930673107
"306","RWT","A","M",2003,2008,5,"KL",3,2008-05-04,0.20775,0.12,0.0433333333333333,0.08735,0.0957,0.07825,0.1393,0.8514,0.0304,0.52,0.255833333333333,0.2543,8729,1.07604183348605,-1.29551663464369
"307","RWT","A","M",2005,2008,3,"KL",1,2008-05-04,0.2493,0.152222222222222,0.0455555555555556,0.03925,0.19505,0.03375,0.0113,0.623,0.0885,0.5,0.0386666666666667,0.0381333333333333,8728,2.12298291264743,-0.820727308050181
"308","RWT","Y","M",2007,2008,1,"KL",1,2008-05-04,0.1353,0.0366666666666667,0.0455555555555556,0,0.00515,0.1409,0.12415,0.728,0,0,1,0.166666666666667,10341,-0.189707539317136,-2.35205643004816
"309","RWT","A","M",2005,2008,3,"KL",1,2008-05-04,0.141366666711111,0.173333333333333,0.0170370370333333,0.0278,0.0333888888888889,0.0270555555555556,0.319355555555556,0,0.00516666666666667,0,1,1,10147,0.581555802527048,-0.562170996026283
"310","RWT","A","M",2006,2008,2,"KL",1,2008-05-04,0.2145,0.315555555555556,0.113333333333333,0.0853,0.1917,0.0354,0.0055,0,0.996966666666667,0,1,1,10212,4.06752941213785,-2.20475477638166
"311","RWT","A","M",2005,2008,3,"KL",1,2008-05-04,0.0786875,0.0597222222222222,0.0144444444511111,0.0037125,0.0013875,0.0018625,0.6987,0,0.998433333333333,0,1,1,8384,-1.37057164083727,-0.344246138637251
"312","RWT","A","F",2006,2008,2,"KL",1,2008-05-05,0.231533333333333,0.422222222222222,0.0207407407333333,0.0219,0.00383333333111111,0,0.0118,0.2903,0.1,0.04,0.2387,0.073,10184,3.53722907948875,-0.584947940390605
"313","RWT","A","M",2004,2008,4,"KL",1,2008-05-05,0.126066666711111,0.215555555511111,0.0274074074,0.0331,0.0129333333311111,0.104333333311111,0.262766666666667,0,0.0035,0,1,1,8571,0.88695353491439,-1.61428978610439
"314","RWT","A","F",2005,2008,3,"KL",1,2008-05-05,0.32985,0.152222222222222,0.0822222222222222,0.0028,0.09765,0.0209,0.00425,0,0.984666666666667,0,1,1,10183,2.54154160007378,-1.78674496500663
"315","RWT","A","M",2005,2008,3,"KL",2,2008-05-06,0.17295,0.0622222222222222,0.0288888888888889,0.05805,0.04195,0.00965,0.1221,0.837666666666667,0.103566666666667,0.42,0.0386333333333333,0.0406,10138,0.340715331365823,-0.442493566934192
"316","RWT","Y","F",2007,2008,1,"KL",1,2008-05-06,0.29655,0.137777777777778,0.0511111111111111,0.18625,0.16155,0.01845,0.15665,0.9158,0.0326,0.12,0.0106333333333333,0.00963333333333333,10369,1.88330405339267,-0.461791546909959
"317","RWT","A","F",2006,2008,2,"KL",1,2008-05-06,0.290033333333333,0.0718518518444445,0.0407407407333333,0.0308,0.0028,0.0341666666666667,0.172766666711111,0.0824666666666667,0.811166666666667,0,1,0.820666666666667,8732,0.683169958526679,-1.15161241885776
"318","RWT","A","M",2006,2008,2,"KL",1,2008-05-06,0.25935,0.0666666666666667,0.0433333333333333,0.01455,0.008,0.26365,0.13205,0,0.9969,0,1,1,10273,0.20867581614234,-3.58006041122374
"319","RWT","A","F",2004,2008,4,"KL",2,2008-05-06,0.1358,0.0177777777844444,0.0166666666666667,0,0,0.04185,0.1514,0.061,0.823766666666667,0,1,0.8281,8727,-0.523416997667867,-0.73983499430914
"320","RWT","Y","M",2007,2008,1,"KL",1,2008-05-07,0.2841,0.215555555511111,0.0955555555555556,0.0724,0.039,0.0264,0.0646,0.9971,0,0.6,0.00803333333333333,0.0113666666666667,10410,2.756401746292,-2.08196445392119
"321","RWT","A","F",2005,2008,3,"KL",1,2008-05-07,0.2199,0.277777777777778,0.0288888888888889,0.2085,0.0106,0.0221,0.0022,0.7125,0.0179,0.04,0.560433333333333,0.0113666666666667,8648,2.3990788500706,-0.347154629850093
"322","RWT","A","M",2005,2008,3,"KL",1,2008-05-07,0.1658,0.0777777777777778,0.0255555555555556,0.0318,0.0076,0.06415,0.06745,0.0248666666666667,0.7358,0,1,0.0178666666666667,10177,0.308428989330091,-1.0827817484455
"323","RWT","A","M",2005,2008,3,"KL",1,2008-05-07,0.2039,0.217777777844444,0.102222222222222,0.05055,0.1411,0.0292,0,0.141766666666667,0.348966666666667,0,1,0.3433,13682,2.98471763355554,-2.05532976782079
"324","RWT","A","M",2004,2008,4,"KL",1,2008-05-07,0.20985,0.267777777777778,0.0955555555555556,0.1096,0.0863,0.02005,0.0013,0,0.9993,0,1,1,10192,3.20674052152763,-1.8090334440283
"325","RWT","A","F",2005,2008,3,"KL",2,2008-05-08,0.276883333333333,0.0870370370444444,0.0203703703666667,0.0416666666666667,0.00721666667111111,0.00955,0.1935,0.371833333333333,0.138866666666667,0.646666666666667,0.159166666666667,0.154933333333333,10140,0.569124693324785,-0.444728255692071
"326","RWT","Y","M",2007,2008,1,"KL",1,2008-05-08,0.2789,0.192222222177778,0.0555555555555556,0.01605,0.15745,0.05795,0.0081,0.545366666666667,0.1096,0.46,0.3858,0.0440666666666667,10725,2.50832097431825,-1.45704177064792
"327","RWT","A","F",2005,2008,3,"KL",1,2008-05-08,0.2062,0.271111111111111,0.02,0.05345,0.034,0.16895,0.0012,0,0.9982,0,1,1,10182,1.97846962466526,-2.04966258608546
"328","RWT","A","M",2006,2008,2,"KL",1,2008-05-11,0.3066,0.09,0.00888888888444444,0.17945,0.1791,0.0394,0.10995,0.275866666666667,0.608666666666667,0.94,0.745733333333333,0.632366666666667,8680,1.17655830406312,0.246794641253792
"329","RWT","Y","F",2007,2008,1,"KL",1,2008-05-11,0.1956,0.106666666666667,0.0444444444444444,0.0118,0.0266,0.05885,0.2528,0.795566666666667,0.1237,0.4,0.107533333333333,0.0886666666666667,10748,0.553170639044852,-1.48415716142525
"330","RWT","Y","M",2007,2008,1,"KL",1,2008-05-11,0.330366666666667,0.200740740666667,0.0140740740666667,0.247166666666667,0.195766666711111,0.0388,0.0137,0.279,0.0494333333333333,0,1,0.00773333333333333,10642,2.46200450302271,0.309194487361281
"331","RWT","Y","F",2007,2008,1,"KL",1,2008-05-11,0.29835,0.127777777777778,0.0433333333333333,0.07035,0.05035,0.04495,0.0793,0.478566666666667,0.0913,0,1,0.148,10408,1.49727229649771,-1.12653802977081
"332","RWT","Y","M",2007,2008,1,"KL",1,2008-05-12,0.29005,0.0777777777777778,0.0211111111177778,0.04575,0.0516,0.04695,0.0511,0.8846,0,0,1,0.00843333333333333,10370,0.875235157441759,-0.71735423037355
"333","RWT","Y","F",2007,2008,1,"KL",1,2008-05-13,0.18595,0.101111111111111,0.0655555555555556,0.0959,0.12655,0.09345,0.0701,0.460166666666667,0.0215666666666667,0.64,0.3615,0.186533333333333,10391,1.27490417436998,-1.79290660060596
"334","RWT","A","F",2004,2008,4,"KL",1,2008-05-13,0.20165,0.131111111111111,0.0255555555555556,0.0425,0.48925,0.02615,0,0.775366666666667,0.0748,0.44,0.0069,0.00736666666666667,8576,2.45783345087718,0.350033861267242
"335","RWT","A","M",2005,2008,3,"KL",1,2008-05-13,0.15355,0.121111111111111,0.0277777777777778,0,0,0.04525,0.3419,0.1422,0,0.24,0.9766,0.921266666666667,10153,0.130364578191418,-1.09703763681822
"336","RWT","A","M",2006,2008,2,"KL",1,2008-05-13,0.06775,0.0444444444444444,0.0344444444444444,0.002,0.00075,0.1562,0.38525,0,0.00316666666666667,0,1,1,10274,-1.01934208731747,-2.29861446802617
"337","RWT","A","F",2005,2008,3,"KL",2,2008-05-13,0.02735,0.02,0.0522222222222222,0.0148,0.0116,0.0148,0.57035,0.00106666666666667,0,0,1,1,8592,-1.2192270185095,-1.14819495700628
"338","RWT","Y","F",2007,2008,1,"KL",1,2008-05-15,0.1556,0.202222222177778,0.06,0.0816,0.1413,0.02095,0.0495,0.4191,0.3265,0.24,0.7102,0.0566,10686,2.16839355925128,-0.990473226918044
"339","RWT","A","F",2005,2008,3,"KL",1,2008-05-15,0.0424,0.0488888888888889,0.00222222221777778,0.0773,0.0686,0.0207,0.6075,0.1287,0.291,0,1,0.0647,8330,-1.37611218159322,0.0980411429462148
"340","RWT","Y","F",2007,2008,1,"KL",1,2008-05-15,0.2941,0.188888888844444,0.0377777777777778,0.0639,0.0846,0.018,0.0201,0.5941,0.0313,0,1,0.199566666666667,8385,2.19213029438882,-0.706957854196633
"341","RWT","A","M",2005,2008,3,"KL",1,2008-05-15,0.1144,0.04,0.108888888888889,0.2622,0.251,0.0183,0.0636,0,0.8559,0,1,0.866533333333333,10178,1.51281546040636,-1.11621476113113
"342","RWT","A","F",2005,2008,3,"KL",1,2008-05-17,0.2876,0.22,0.0422222222222222,0.098,0.1119,0.0484,0.0097,0.985,0,0.8,0.168,0.134433333333333,10137,2.51408421263822,-0.971503382639913
"343","RWT","A","M",2005,2008,3,"KL",1,2008-05-17,0.2237,0.26,0.0288888888888889,0.1053,0.1078,0.0487,0.0557,0.9985,0,0,1,0.1071,10176,2.38450351332486,-0.69663450135267
"344","RWT","A","F",2006,2008,2,"KL",1,2008-05-17,0.2227,0.222222222177778,0.0266666666666667,0.1024,0.3293,0.036,0.0101,0.0288,0.939,0,1,0.426666666666667,10317,2.79570583604185,-0.0173036182556434
"345","RWT","Y","M",2007,2008,1,"KL",1,2008-05-18,0.3314,0.208888888844444,0.0244444444444444,0.0603,0.1591,0.0755,0.101,0.7475,0.0242,0.12,0.00546666666666667,0.0088,8386,2.28750183253684,-0.904557463742246
"346","RWT","Y","F",2007,2008,1,"KL",1,2008-05-19,0.1534,0.0711111111111111,0.0333333333333333,0.0423,0.0741,0.0592,0.0807,0.853,0.0746,0.96,0.0856666666666667,0.00846666666666667,10342,0.469445317194708,-1.01202756220518
"347","RWT","A","F",2005,2008,3,"KL",1,2008-05-19,0.1021,0.0288888888888889,0.0444444444444444,0.093,0.0484,0.026,0.184,0.7941,0.0682,0.08,0.193866666666667,0.0430666666666667,10181,-0.140642492111401,-0.784067381060391
"348","RWT","Y","M",2007,2008,1,"KL",1,2008-05-19,0.12625,0.112222222222222,0.0311111111111111,0.0052,0.0038,0.01525,0.50625,0.783366666666667,0.1852,0,1,0.0772666666666667,8413,-0.247925750439195,-0.84077212683684
"349","RWT","Y","F",2007,2008,1,"KL",1,2008-05-19,0.3394,0.233333333333333,0.06,0.0504,0.0651,0.0383,0.0019,0.9962,0,0,1,0.739466666666667,8483,2.88578194069819,-1.49519682901294
"350","RWT","Y","F",2007,2008,1,"KL",1,2008-05-19,0.0641,0.0388888888888889,0.0355555555555556,0.0053,0.0034,0.0118,0.32655,0.0690666666666667,0.855166666666667,0,1,1,10374,-0.662654081333477,-0.810600175201655
"351","RWT","A","M",2005,2008,3,"KL",1,2008-05-19,0.1749,0.0177777777844444,0.0333333333333333,0.0196,0.0067,0.00645,0.2954,0.0071,0.981966666666667,0,1,1,8703,-0.403186451403562,-0.6813935645871
"352","RWT","Y","F",2007,2008,1,"KL",1,2008-05-20,0.05485,0.06,0.0411111111111111,0.03775,0.01905,0.10455,0.32775,0.9979,0,0,1,0.113266666666667,10285,-0.598249756554111,-1.76336042686724
"353","RWT","A","M",2005,2008,3,"KL",1,2008-05-20,0.2088,0.127777777777778,0.0466666666666667,0.13545,0.1425,0.06685,0.13515,0,0.997866666666667,0,1,1,10146,1.34601292148693,-1.01458597282985
"354","RWT","A","M",2005,2008,3,"KL",1,2008-05-20,0.1341,0.103333333333333,0.0633333333333333,0.00475,0.00995,0.0369,0.4156,0,0.9987,0,1,1,13680,0.197164403929872,-1.7034144772018
"355","RWT","Y","F",2007,2008,1,"KL",1,2008-05-20,0.05745,0.00444444445111111,0.0366666666666667,0.00035,0,0.02465,0.672,0,0.998866666666667,0,1,1,10375,-1.65945746638533,-1.00650603100926
"356","RWT","Y","M",2007,2008,1,"KL",1,2008-05-21,0.12975,0,0.0877777777777778,0,0.00715,0.0875,0.13015,0.399866666666667,0.0696,0,1,0.0766,10050,0.0349979328489982,-2.64855267444387
"357","RWT","Y","M",2007,2008,1,"KL",1,2008-05-21,0.131833333311111,0.111111111111111,0.0148148148177778,0.608033333333333,0.385433333333333,0.0100333333311111,0.0047,0.001,0.9776,0,1,0.664,10736,1.694663339381,2.13870301238192
"358","RWT","A","F",2005,2008,3,"KL",1,2008-05-21,0.0344,0.0488888888888889,0.0111111111177778,0,0,0.0335,0.7286,0,0,0,1,1,8619,-1.76899642782414,-0.596657835616239
"359","RWT","A","F",2006,2008,2,"KL",1,2008-05-24,0.183866666711111,0.172592592666667,0.0133333333333333,0.271733333333333,0.171433333311111,0.0352333333333333,0.125533333311111,0.994733333333333,0,0.2,0.0134,0.0119,10722,1.44758132439445,0.428291602299521
"360","RWT","Y","M",2007,2008,1,"KL",1,2008-05-26,0.1444,0.146666666666667,0.0251851851777778,0.550333333333333,0.3476,0.0334666666666667,0.0599,0.3217,0.6117,0.666666666666667,0.1688,0.00973333333333333,8304,1.87583967877551,1.40596790665136
"361","RWT","A","M",2006,2008,2,"KL",1,2008-05-26,0.0886333333333333,0.0548148148222222,0.0340740740666667,0.0009,0.000266666671111111,0.0447666666666667,0.492833333333333,0,0.998533333333333,0,1,1,8299,-0.858808764625635,-1.1762535647922
"362","RWT","A","M",2003,2008,5,"AG",3,2008-06-24,0.0405,0.00666666666666667,0.0666666666666667,0.0004,0,0.0331,0.6119,0.0552,0.8804,0,1,0.138,8734,-1.28147803227406,-1.70202871881242
"363","RWT","A","F",2005,2008,3,"AG",1,2008-06-26,0.0368,0.0177777777844444,0.0711111111111111,0.0464,0.0352,0.0298,0.6016,0.0696,0.1615,0,1,0.0186666666666667,10646,-1.02578259721614,-1.55821420586801
"364","RWT","A","F",2004,2008,4,"AG",1,2008-06-26,0.0239,0.0355555555555556,0.02,0.0041,0,0.0081,0.4537,0.3017,0.0016,0,1,1,8468,-1.2394171223286,-0.462317758922272
"365","RWT","A","F",2006,2008,2,"AG",1,2008-06-30,0.0161,0.00666666666666667,0.0577777777777778,0.0452,0.0224,0.0168,0.6818,0.0114,0.0504,0,1,0.976433333333333,10219,-1.49502688483285,-1.17652111592681
"366","RWT","A","F",2005,2008,3,"AG",1,2008-06-30,0.0297,0.0133333333333333,0.0511111111111111,0.0009,0,0,0.8354,0.001,0.9982,0,1,1,10081,-1.79506640039748,-1.0669660717274
"367","RWT","A","M",2004,2008,4,"AG",3,2008-06-30,0.058,0.00444444445111111,0.0777777777777778,0,0,0.0161,0.4496,0,0.7312,0,1,1,10100,-0.776054998110795,-1.74245051679134
"368","RWT","Y","F",2007,2008,1,"AG",1,2008-07-01,0.0812,0.0755555555555556,0.0822222222222222,0.0696,0.0456,0.1137,0.2393,0.3207,0.1025,0.24,0.162233333333333,0.110333333333333,10344,0.285280729156355,-2.56722255524455
"369","RWT","Y","F",2007,2008,1,"AG",1,2008-07-02,0.1064,0.0288888888888889,0.0622222222222222,0.0527,0.0462,0,0.4253,0.9228,0,0.04,0.4492,0.299766666666667,10270,-0.361581530740381,-1.03400315466871
"370","RWT","Y","F",2007,2008,1,"AG",1,2008-07-02,0.1567,0.0111111111177778,0.0377777777777778,0,0,0.0223,0.3261,0.8791,0.0944,0,1,0.123666666666667,8720,-0.583233671877543,-0.999794789908854
"371","RWT","Y","M",2007,2008,1,"AG",1,2008-07-02,0.1597,0.0155555555511111,0.0866666666666667,0.0104,0.0098,0.0147,0.2608,0.3715,0.0289,0,1,0.2928,10355,0.150733044470443,-1.87769555255838
"372","RWT","Y","F",2007,2008,1,"AG",1,2008-07-03,0.2604,0.00666666666666667,0.0355555555555556,0.0004,0,0,0.6476,0.0071,0.7741,0,1,0.013,10627,-0.869031631995406,-0.794213374172357
"373","RWT","A","F",2005,2008,3,"AG",2,2008-07-03,0.1284,0.00888888888444444,0.0155555555511111,0.0041,0,0.0382,0.8006,0,0.3027,0,1,1,10112,-1.88032118853685,-0.740275047211918
"374","RWT","A","M",2004,2008,4,"AG",3,2008-07-03,0.0758,0.0155555555511111,0.00666666666666667,0.0002,0,0.0238,0.8794,0.6607,0.2811,0,1,0.314566666666667,10606,-2.2223414580745,-0.4162007493396
"375","RWT","A","M",2004,2008,4,"AG",3,2008-07-05,0.0462,0.00444444445111111,0.0111111111177778,0,0,0.0093,0.9313,0,0.9958,0,1,1,8755,-2.43916275777138,-0.349675699481397
"376","RWT","A","M",2006,2008,2,"AG",1,2008-07-07,0.4107,0.0177777777844444,0.0755555555555556,0.0056,0,0.0284,0.2697,0.3012,0.159,0.08,0.680333333333333,0.0151333333333333,10216,0.830753950108583,-1.90743949510034
"377","RWT","A","F",2005,2008,3,"AG",3,2008-07-07,0.1776,0.0155555555511111,0.0222222222177778,0.0008,0,0.0258,0.7167,0.2744,0.5417,0,1,0.4599,10112,-1.40179909420874,-0.769644419093868
"378","RWT","A","M",2004,2008,4,"AG",4,2008-07-07,0.4514,0.00444444445111111,0.0488888888888889,0,0,0.0424,0.3566,0.2259,0.6264,0,1,0.493333333333333,10606,0.381316855128361,-1.53143840200463
"379","RWT","Y","F",2007,2008,1,"AG",1,2008-07-08,0.279,0.0622222222222222,0.0644444444444444,0.0506,0.1332,0.0381,0.0484,0.2257,0.4636,0.16,0.00886666666666667,0.00543333333333333,10353,1.42558849526954,-1.31788220883935
"380","RWT","A","F",2006,2008,2,"AG",1,2008-07-08,0.046,0.00222222221777778,0.00666666666666667,0,0,0,0.923,0.016,0.6142,0,1,0.364666666666667,10213,-2.4709953972188,-0.159733792546983
"381","RWT","Y","F",2007,2008,1,"AG",1,2008-07-08,0.0589,0.0555555555555556,0.0511111111111111,0.0142,0.0058,0.0256,0.2651,0,0.9929,0,1,1,8662,-0.279319215474971,-1.24473091748184
"382","RWT","Y","F",2007,2008,1,"AG",1,2008-07-08,0.2445,0.0311111111111111,0.0266666666666667,0.0582,0.3648,0.0219,0.2558,0,0.9978,0,1,1,10352,0.94919584859531,0.159737376812182
"383","RWT","A","F",2004,2008,4,"AG",3,2008-07-13,0.2258,0.0644444444444444,0.0666666666666667,0.0625,0.028,0,0.1422,0.924,0.0142,0.04,0.0391,0.0313333333333333,10167,0.878405665141973,-1.16335849726258
"384","RWT","Y","F",2007,2008,1,"AG",1,2008-07-13,0.0201,0.00888888888444444,0.00666666666666667,0,0.0115,0.0221,0.0018,0,0.9986,0,1,1,10390,-0.734433224754566,-0.243563049828375
"385","RWT","Y","M",2007,2008,1,"AG",1,2008-07-14,0.1101,0.0222222222177778,0.04,0.1196,0.499,0.028,0.0902,0.5714,0.3447,0.84,0.400233333333333,0.0372,10403,1.25772961617828,0.355731661131121
"386","RWT","A","M",2006,2008,2,"AG",1,2008-07-14,0.1722,0.162222222222222,0.0577777777777778,0.127,0.0981,0.0313,0.0709,0.2248,0.7092,0.2,0.929233333333333,0.698466666666667,10313,1.6885211408567,-1.00062852237757
"387","RWT","A","M",2006,2008,2,"AG",1,2008-07-14,0.108,0.0133333333333333,0.06,0,0.0529,0.0073,0.5833,0,0.9933,0,1,1,10259,-0.810568321937922,-1.20745386439808
"388","RWT","Y","F",2007,2008,1,"AG",1,2008-07-14,0.2369,0.00444444445111111,0.02,0.0119,0,0.0139,0.5581,0,0.9944,0,1,1,10399,-0.985395655484908,-0.562951994271972
"389","RWT","A","M",2004,2008,4,"AG",3,2008-07-14,0.2721,0.00666666666666667,0.02,0,0.001,0.027,0.6311,0,0.3309,0,1,1,10649,-1.01197895294395,-0.750729539345287
"390","RWT","Y","M",2007,2008,1,"AG",1,2008-07-15,0.3712,0.02,0.0444444444444444,0,0.1456,0.0909,0.3281,NA,NA,NA,NA,NA,10368,0.568867248198204,-1.60115295343477
"391","RWT","Y","M",2007,2008,1,"AG",1,2008-07-16,0.2862,0.0155555555511111,0.0711111111111111,0,0,0.0181,0.4858,0.058,0.8514,0,1,0.7858,10678,-0.0546903257357556,-1.71043042971608
"392","RWT","Y","F",2007,2008,1,"AG",1,2008-07-16,0.0577,0.0244444444444444,0.0444444444444444,0.119,0.1046,0.0513,0.5713,0,0.0126,0,1,1,10402,-0.962751082454326,-0.879384774251004
"393","RWT","Y","F",2007,2008,1,"AG",1,2008-07-16,0.2396,0.0244444444444444,0.0466666666666667,0.0016,0,0.0045,0.6968,0,0.9953,0,1,1,8690,-0.779420442644654,-1.07706423973962
"394","RWT","Y","F",2007,2008,1,"AG",1,2008-07-16,0.3606,0.0577777777777778,0.0311111111111111,0.0801,0.3063,0.0336,0.1965,0,0.9966,0,1,1,10467,1.53443864456924,-0.16466353865251
"395","RWT","Y","F",2007,2008,1,"AG",1,2008-07-17,0.2574,0.0711111111111111,0.0422222222222222,0.0445,0.3974,0.0148,0.1161,0.4983,0.4126,0.2,0.151566666666667,0.0193333333333333,10407,1.86362846986738,-0.0679723508030865
"396","RWT","A","M",2006,2008,2,"AG",1,2008-07-17,0.2273,0.0466666666666667,0.0844444444444444,0.0074,0,0.0355,0.2807,0.3052,0,0.04,0.893233333333333,0.6721,11636,0.505329272346933,-2.11869201828883
"397","RWT","Y","M",2007,2008,1,"AG",1,2008-07-17,0.1587,0.0777777777777778,0.0822222222222222,0.0753,0.055,0.043,0.3567,0.0841,0.303,0,1,0.148666666666667,10751,0.505027012151,-1.84510835175064
"398","RWT","Y","F",2007,2008,1,"AG",1,2008-07-17,0.0863,0.135555555555556,0.0444444444444444,0.2295,0.1252,0.0105,0.3921,0,0.6305,0,1,0.5749,8813,0.53938634538917,-0.159093697521437
"399","RWT","A","F",2003,2008,5,"AG",2,2008-07-17,0.0276,0.0111111111177778,0.0422222222222222,0,0,0.0084,0.2542,0,0.0178,0,1,0.0354666666666667,8663,-0.808203469810973,-0.898075591543796
"400","RWT","Y","F",2007,2008,1,"AG",1,2008-07-23,0.2665,0.0888888888888889,0.0311111111111111,0.3432,0.3755,0.0287,0,0.5952,0.2358,0.04,0.159,0.0506666666666667,8726,2.07222195406876,0.812961257790815
"401","RWT","A","F",2006,2008,2,"AG",1,2008-07-23,0.0285,0.0288888888888889,0.00444444445111111,0.0222,0,0.0342,0.8305,0.8465,0.0091,0,1,0.866133333333333,8656,-2.22135177401243,-0.401940390230996
"402","RWT","Y","M",2007,2008,1,"AG",1,2008-07-23,0.214,0.04,0.0488888888888889,0.1751,0.1015,0.0097,0.3917,0,0.9793,0,1,1,10389,0.164730181668508,-0.430503391619917
"403","RWT","Y","M",2007,2008,1,"AG",1,2008-07-24,0.1168,0.0244444444444444,0.0422222222222222,0.0335,0.0223,0.0251,0.6111,0,0.997,0,1,1,10406,-1.05215329005532,-1.00808897815684
"404","RWT","A","M",2005,2008,3,"KL",2,2008-08-05,0.2791,0.202222222177778,0.0333333333333333,0.071,0.1174,0.0694,0,0,1,0,1,1,8745,2.23702002244961,-1.05275415787247
"405","RWT","A","M",2007,2009,2,"KL",1,2009-05-27,0.1933,0.131111111111111,0.0955555555555556,0.0824,0.0689,0.0678,0.1206,0.9287,0.0407,0.92,0.0513333333333333,0.0511,11161,1.65059215313393,-2.34010046789498
"406","RWT","A","M",2005,2009,4,"KL",2,2009-05-27,0.1843,0.0244444444444444,0.0155555555511111,0.2188,0.0592,0.0338,0.3999,0,0.7914,0,1,0.174333333333333,10178,-0.599213801469917,0.0602739229406297
