"Squirrel","date","tod","Feed","Forage","NestMove","NestNotMove","notmoving","Travel","total","Deploy","out","act","Grid","Treatment","Sex","Squirrel_ID"
"K6",2014-03-25,"day",10647,12031,4704,11501,4661,2131,45675,"February 2014",0.645210727969349,0.543163656267104,"KL","control","M",19884
"K6",2014-03-25,"dusk",0,0,66,2500,0,0,2566,"February 2014",0,0,"KL","control","M",19884
"K6",2014-03-25,"night",301,305,2736,32225,0,25,35592,"February 2014",0.0177287030793437,0.0177287030793437,"KL","control","M",19884
"K6",2014-03-26,"dawn",99,113,790,1463,99,10,2574,"February 2014",0.124708624708625,0.0862470862470862,"KL","control","M",19884
"K6",2014-03-26,"day",14197,4679,2888,18274,5561,412,46011,"February 2014",0.540066505835561,0.419204103366586,"KL","control","M",19884
"K6",2014-03-26,"dusk",0,0,99,2474,0,0,2573,"February 2014",0,0,"KL","control","M",19884
"K6",2014-03-26,"night",121,220,2882,31990,29,0,35242,"February 2014",0.0104988366154021,0.00967595482662732,"KL","control","M",19884
"K6",2014-03-27,"dawn",72,130,285,1866,220,8,2581,"February 2014",0.166602092212321,0.0813638124757846,"KL","control","M",19884
"K6",2014-03-27,"day",12950,2456,1528,21439,7715,259,46347,"February 2014",0.504455520314152,0.337993829158306,"KL","control","M",19884
"K6",2014-03-27,"dusk",0,0,220,2361,0,0,2581,"February 2014",0,0,"KL","control","M",19884
"K6",2014-03-27,"night",0,0,1683,33208,0,0,34891,"February 2014",0,0,"KL","control","M",19884
"K6",2014-03-28,"dawn",0,0,561,2028,0,0,2589,"February 2014",0,0,"KL","control","M",19884
"K6",2014-03-28,"day",15974,4877,3085,16878,5440,429,46683,"February 2014",0.572371098686888,0.455840455840456,"KL","control","M",19884
"K6",2014-03-28,"dusk",0,0,22,2567,0,0,2589,"February 2014",0,0,"KL","control","M",19884
"K6",2014-03-28,"night",0,0,1496,33043,0,0,34539,"February 2014",0,0,"KL","control","M",19884
"n05",2014-02-15,"dawn",0,0,534,2152,0,0,2686,"February 2014",0,0,"KL","control","M",12576
"n05",2014-02-15,"day",10967,2966,4335,12524,1798,349,32939,"February 2014",0.488175111569872,0.433589362154285,"KL","control","M",12576
