"","squirrel_id","axy_yr","axy.local.density","axy_avg_fam"
"146",12625,2014,2.63688663110833,156.642857142857
"147",19583,2014,1.31844331555416,39.4285714285714
"148",12026,2014,1.69514140571249,527.666666666667
"149",20155,2014,1.130094270475,30.6666666666667
"150",11979,2014,2.44853758602916,0
"151",20796,2015,2.82523567618749,85.8666666666667
"152",19769,2015,2.82523567618749,204.733333333333
"153",11534,2015,3.57863185650416,480.894736842105
"154",21003,2015,4.14367899174165,92
"155",21279,2015,3.39028281142499,92
"156",21997,2015,5.83882039745415,0
"157",21022,2015,5.46212230729582,184.206896551724
"158",12364,2015,5.08542421713748,243.148148148148
"159",19740,2015,4.14367899174165,203.363636363636
"160",10654,2015,2.07183949587083,256.454545454545
"161",13012,2015,4.52037708189999,80.5
"162",13130,2015,2.26018854094999,92
"163",19611,2015,1.50679236063333,210.625
"164",20923,2015,5.83882039745415,241.935483870968
"165",21325,2015,2.26018854094999,232.333333333333
"166",12522,2015,3.57863185650416,473.052631578947
"167",20945,2015,1.31844331555416,218.857142857143
"168",19601,2015,1.69514140571249,238
"169",20155,2015,1.69514140571249,199.111111111111
"170",19565,2014,2.07183949587083,235.363636363636
"171",13048,2014,1.69514140571249,286.111111111111
"172",19654,2014,0,0
"173",19694,2014,0,0
"174",11983,2014,1.130094270475,508.333333333333
"175",19884,2014,2.07183949587083,0
"176",19748,2014,1.88349045079166,237.1
"177",12209,2014,0,0
"178",21387,2017,3.39028281142499,624.333333333333
"179",19981,2017,3.01358472126666,619.75
"180",21468,2017,0,0
"181",12653,2017,1.69514140571249,463.333333333333
"182",20139,2017,2.82523567618749,334.533333333333
"183",13401,2017,3.57863185650416,620.105263157895
"184",20986,2017,3.76698090158332,420.25
"185",21823,2017,3.20193376634582,558.941176470588
"186",21239,2017,3.01358472126666,720.4375
"187",20077,2017,3.57863185650416,629.947368421053
"188",20570,2017,3.01358472126666,588.125
"189",11957,2017,2.82523567618749,667.2
"190",12018,2017,0,0
"191",13179,2017,0,0
"192",19874,2014,2.07183949587083,164.272727272727
"193",12542,2014,0,0
"194",21393,2016,0,0
"195",21387,2016,4.33202803682082,437.260869565217
"196",21331,2016,4.33202803682082,537
"197",21331,2017,3.95532994666249,0
"198",19882,2016,3.95532994666249,580.190476190476
"199",19981,2016,3.76698090158332,548.75
"200",12747,2016,0,0
"201",21247,2016,0.94174522539583,489
"202",20004,2016,3.01358472126666,92
"203",20199,2016,2.07183949587083,485.727272727273
"204",21367,2016,2.07183949587083,344.727272727273
"205",21367,2017,1.88349045079166,475
"206",19905,2016,2.82523567618749,475.533333333333
"207",19905,2017,0,0
"208",20739,2017,0,0
"209",10999,2014,0,0
"210",10418,2014,0,0
"211",12733,2014,0,0
"212",11699,2014,0,0
"213",10942,2014,0,0
"214",13037,2014,0,0
"215",11466,2014,0,0
"216",11914,2014,0,0
"217",13036,2014,0,0
"218",12730,2014,0,0
"219",12326,2014,0,0
"220",11940,2014,0,0
"221",12047,2014,0,0
"222",11870,2014,0,0
"223",12313,2014,0,0
"224",10990,2014,0,0
"225",13034,2014,0,0
"226",12608,2014,0,0
"227",20750,2015,2.44853758602916,67.6923076923077
"228",19509,2015,4.33202803682082,243.304347826087
"229",13205,2015,3.57863185650416,190.210526315789
"230",20364,2015,3.57863185650416,66.8421052631579
"231",20389,2015,4.14367899174165,58.1818181818182
"232",11818,2015,2.82523567618749,173.2
"233",21465,2015,2.26018854094999,53.3333333333333
"234",21370,2015,3.01358472126666,55
"235",20317,2015,2.07183949587083,0
"236",20439,2015,3.01358472126666,60
"237",20241,2015,4.14367899174165,0
"238",11459,2015,3.20193376634582,364.470588235294
"239",20046,2015,3.39028281142499,203.166666666667
"240",20047,2015,3.57863185650416,211.052631578947
"241",21965,2015,3.95532994666249,76.1904761904762
"242",20760,2015,3.95532994666249,68.0952380952381
"243",19267,2015,0,0
"244",21355,2016,3.57863185650416,123
"245",20873,2016,3.39028281142499,483.888888888889
"246",19880,2016,1.50679236063333,678.125
"247",21223,2016,3.95532994666249,370.904761904762
"248",21468,2016,3.39028281142499,458.444444444444
"249",21222,2016,4.52037708189999,454.666666666667
"250",20997,2016,0,0
"251",22049,2016,1.69514140571249,95.6666666666667
"252",20634,2016,4.70872612697915,445.96
"253",13401,2016,4.14367899174165,448.727272727273
"254",21487,2016,2.26018854094999,324.416666666667
"255",12445,2016,4.52037708189999,481.208333333333
"256",19976,2016,3.39028281142499,383.888888888889
"257",20836,2016,3.95532994666249,466.333333333333
"258",20415,2016,2.07183949587083,266.363636363636
"259",12604,2016,4.52037708189999,632.875
"260",11534,2016,3.01358472126666,776
"261",20825,2016,2.44853758602916,490.923076923077
"262",22008,2016,3.95532994666249,0
"263",20883,2016,2.63688663110833,281
"264",13466,2016,3.76698090158332,422.95
"265",21357,2016,2.26018854094999,274.5
"266",21276,2016,1.130094270475,510.666666666667
"267",20995,2016,4.14367899174165,0
"268",12087,2016,4.52037708189999,558.416666666667
"269",22081,2016,1.88349045079166,0
"270",21350,2016,3.95532994666249,357.857142857143
"271",20756,2016,1.130094270475,522.666666666667
"272",12207,2016,2.44853758602916,113.538461538462
"273",20537,2016,2.44853758602916,492.230769230769
"274",19583,2016,1.50679236063333,571.375
"275",21985,2016,2.07183949587083,372.090909090909
"276",19601,2016,1.50679236063333,653.25
"277",21867,2016,1.88349045079166,397.4
"278",21169,2016,1.69514140571249,624.777777777778
"279",10043,2016,1.50679236063333,592
"280",19766,2016,3.57863185650416,123
"281",13132,2016,1.31844331555416,554.714285714286
"282",12522,2016,0,0
"283",21830,2016,0,0
"284",19706,2016,3.01358472126666,397.5625
"285",19599,2016,3.01358472126666,525.625
"286",20495,2016,1.50679236063333,444
"287",19611,2016,1.130094270475,601.666666666667
"288",21396,2016,3.39028281142499,336.111111111111
"289",21272,2016,1.50679236063333,328.5
"290",20948,2016,2.07183949587083,480.636363636364
"291",21505,2016,2.82523567618749,123
"292",20155,2016,1.31844331555416,531
"293",13385,2016,3.20193376634582,532.058823529412
"294",20062,2016,3.76698090158332,555.8
"295",19740,2016,3.01358472126666,588.3125
"296",13023,2016,0,0
"297",12651,2016,3.76698090158332,465.8
"298",20919,2016,3.39028281142499,574.888888888889
"299",19946,2016,3.39028281142499,376.111111111111
"300",19863,2016,4.52037708189999,437.791666666667
"301",22021,2016,3.39028281142499,92
"302",21238,2016,3.57863185650416,545.684210526316
"303",19969,2016,3.39028281142499,319.666666666667
"304",21128,2016,3.01358472126666,0
"305",19875,2016,1.69514140571249,501.666666666667
"306",19718,2016,0,0
"307",22035,2016,3.57863185650416,92
"308",21023,2016,3.95532994666249,265.714285714286
"309",20200,2016,2.07183949587083,591.727272727273
"310",13246,2016,5.46212230729582,526.137931034483
"311",13129,2016,2.26018854094999,494.666666666667
"312",21603,2016,3.20193376634582,0
"313",20523,2016,2.26018854094999,357.833333333333
"314",20341,2016,1.88349045079166,369.6
"315",12072,2016,3.20193376634582,532.647058823529
"316",22059,2016,3.95532994666249,83.2380952380952
"317",20342,2016,3.20193376634582,0
"318",20226,2016,2.26018854094999,297.416666666667
"319",19921,2016,3.95532994666249,368.333333333333
"320",12012,2016,2.44853758602916,104.076923076923
"321",22070,2016,2.26018854094999,0
"322",21787,2016,0,0
"323",19537,2016,3.76698090158332,556.85
"324",21239,2016,3.57863185650416,471.473684210526
"325",20782,2016,0,0
"326",20570,2016,3.57863185650416,226.315789473684
"327",13625,2016,3.20193376634582,406.647058823529
