"date","tod","Feed","Forage","NestMove","NestNotMove","NotMoving","Travel","id","Total"
2016-03-14,"dawn",0,0,113,2415,0,0,19553,2528
2016-03-14,"day",12460,432,4293,18741,1215,4995,19553,42136
2016-03-14,"dusk",0,0,74,2456,0,0,19553,2530
2016-03-14,"night",0,0,3332,35874,0,0,19553,39206
2016-03-15,"dawn",0,0,1068,1461,0,0,19553,2529
2016-03-15,"day",10374,361,8628,15716,3441,3953,19553,42473
2016-03-15,"dusk",0,0,84,2446,0,0,19553,2530
2016-03-15,"night",0,0,1969,36899,0,0,19553,38868
2016-03-16,"dawn",0,0,233,2298,0,0,19553,2531
2016-03-16,"day",5161,583,17807,14247,993,4018,19553,42809
2016-03-16,"dusk",0,0,55,2477,0,0,19553,2532
2016-03-16,"night",0,0,2268,36260,0,0,19553,38528
2016-03-17,"dawn",182,30,1393,677,0,251,19553,2533
2016-03-17,"day",4770,548,16992,17299,282,3255,19553,43146
2016-03-17,"dusk",0,0,21,2514,0,0,19553,2535
2016-03-17,"night",0,0,1764,36422,0,0,19553,38186
2016-03-18,"dawn",0,0,198,2338,0,0,19553,2536
2016-03-18,"day",6433,443,18197,14800,10,3599,19553,43482
2016-03-18,"dusk",0,0,86,2451,0,0,19553,2537
2016-03-18,"night",0,0,1866,35979,0,0,19553,37845
2016-03-19,"dawn",655,11,1283,486,16,88,19553,2539
2016-03-19,"day",3867,140,11343,26941,106,1422,19553,43819
2016-03-19,"dusk",0,0,133,2407,0,0,19553,2540
2016-03-19,"night",2737,173,5144,26187,57,3204,19553,37502
2016-03-20,"dawn",213,0,1487,774,22,47,19553,2543
2016-03-20,"day",4454,326,9650,25530,398,3797,19553,44155
2016-03-20,"dusk",0,0,46,2499,0,0,19553,2545
2016-03-20,"night",4045,131,9054,21847,45,2035,19553,37157
2016-03-21,"dawn",533,5,1915,10,0,84,19553,2547
2016-03-21,"day",5780,140,7902,28035,739,1896,19553,44492
2016-03-21,"dusk",0,0,110,2437,0,1,19553,2548
2016-03-21,"night",9484,464,6278,7885,6460,6242,19553,36813
2016-04-21,"dawn",0,0,0,2997,0,0,11962,2997
2016-04-21,"day",3849,5,6119,42801,1374,715,11962,54863
2016-04-21,"dusk",0,0,46,2953,0,0,11962,2999
2016-04-21,"night",0,0,2,25539,0,0,11962,25541
2016-03-26,"dawn",0,0,145,2432,0,0,20488,2577
2016-03-26,"day",86,37,3251,42469,0,330,20488,46173
2016-03-26,"dusk",508,33,599,1193,1,244,20488,2578
2016-03-26,"night",5225,356,5434,18350,1409,4298,20488,35072
2016-03-27,"dawn",0,0,80,2505,0,0,20488,2585
2016-03-27,"day",0,0,2922,43587,0,0,20488,46509
2016-03-27,"dusk",0,0,493,2093,0,0,20488,2586
2016-03-27,"night",10497,797,3351,8361,3135,8579,20488,34720
2016-03-28,"dawn",0,0,355,2238,0,0,20488,2593
2016-03-28,"day",2017,203,4445,37665,455,2060,20488,46845
2016-03-28,"dusk",43,11,734,1440,108,259,20488,2595
2016-03-28,"night",7407,328,2173,14999,4592,4868,20488,34367
2016-03-29,"dawn",1696,72,88,0,18,727,20488,2601
2016-03-29,"day",2085,125,5183,37787,242,1759,20488,47181
2016-03-29,"dusk",300,10,115,1758,105,316,20488,2604
2016-03-29,"night",5580,488,3713,17316,2220,4697,20488,34014
2016-03-30,"dawn",1028,26,0,0,954,603,20488,2611
2016-03-30,"day",1747,234,4097,38450,140,2848,20488,47516
2016-03-30,"dusk",712,93,0,0,171,1637,20488,2613
2016-03-30,"night",6387,618,5050,13499,3026,5080,20488,33660
2016-10-02,"dawn",240,164,446,1235,0,443,21023,2528
2016-10-02,"day",10537,2545,1585,10435,3235,12359,21023,40696
2016-10-02,"dusk",0,0,18,2511,0,0,21023,2529
2016-10-02,"night",0,0,1766,38881,0,0,21023,40647
2016-10-03,"dawn",0,0,522,2007,0,0,21023,2529
2016-10-03,"day",11024,2538,3443,9355,2141,11864,21023,40365
2016-10-03,"dusk",0,0,167,2364,0,0,21023,2531
2016-10-03,"night",24,0,1737,38832,250,132,21023,40975
2016-10-04,"dawn",0,0,165,2366,0,0,21023,2531
2016-10-04,"day",9441,2385,2502,11856,3455,10394,21023,40033
2016-10-04,"dusk",0,0,144,2389,0,0,21023,2533
2016-10-04,"night",906,41,2447,36539,1132,238,21023,41303
2016-10-05,"dawn",0,0,479,2054,0,0,21023,2533
2016-10-05,"day",10904,2315,1923,9349,5077,10134,21023,39702
2016-10-05,"dusk",0,0,91,2444,0,0,21023,2535
2016-10-05,"night",260,20,2655,37697,869,129,21023,41630
2016-10-06,"dawn",10,0,153,2223,127,23,21023,2536
2016-10-06,"day",12309,1711,5007,8038,2898,9407,21023,39370
2016-10-06,"dusk",0,0,106,2432,0,0,21023,2538
2016-10-06,"night",416,18,2266,38671,512,73,21023,41956
2016-10-07,"dawn",0,0,287,2253,0,0,21023,2540
2016-10-07,"day",9988,1858,5547,4718,7081,9847,21023,39039
2016-10-07,"dusk",0,0,80,2461,0,0,21023,2541
2016-10-07,"night",843,11,1850,39281,159,136,21023,42280
2016-10-08,"dawn",0,0,472,2071,0,0,21023,2543
2016-10-08,"day",7839,1194,5847,12620,3502,7706,21023,38708
2016-10-08,"dusk",0,0,100,2445,0,0,21023,2545
2016-10-08,"night",977,18,2143,33530,5704,232,21023,42604
2016-10-09,"dawn",0,0,42,2505,0,0,21023,2547
2016-10-09,"day",7861,1306,7112,9771,6412,5915,21023,38377
2016-10-09,"dusk",0,0,577,1972,0,0,21023,2549
2016-10-09,"night",770,75,3230,37478,1152,222,21023,42927
2016-10-10,"dawn",0,0,188,2364,0,0,21023,2552
2016-10-10,"day",7951,2163,5166,9506,2884,10375,21023,38045
2016-10-10,"dusk",1156,421,35,12,19,911,21023,2554
2016-10-10,"night",701,50,3768,35419,2948,363,21023,43249
2016-10-02,"dawn",639,398,394,207,4,886,20729,2528
2016-10-02,"day",13111,4242,652,1083,5681,15927,20729,40696
2016-10-02,"dusk",173,10,109,1330,529,378,20729,2529
2016-10-02,"night",1610,174,3408,23490,10742,1223,20729,40647
2016-10-03,"dawn",303,259,662,484,154,667,20729,2529
2016-10-03,"day",13210,5181,0,0,3438,18536,20729,40365
2016-10-03,"dusk",65,15,55,828,1555,13,20729,2531
2016-10-03,"night",1399,131,2704,28218,7907,616,20729,40975
2016-10-04,"dawn",198,279,914,212,0,928,20729,2531
2016-10-04,"day",11986,4464,996,2575,3181,16831,20729,40033
2016-10-04,"dusk",690,72,18,805,304,644,20729,2533
2016-10-04,"night",1266,205,4755,30037,3759,1281,20729,41303
2016-10-05,"dawn",3,94,817,1459,0,160,20729,2533
2016-10-05,"day",11685,4896,1435,3588,2209,15889,20729,39702
2016-10-05,"dusk",449,90,209,1146,12,629,20729,2535
2016-10-05,"night",1107,130,3442,30566,5768,617,20729,41630
2016-10-06,"dawn",164,165,867,653,0,687,20729,2536
2016-10-06,"day",11363,4051,1829,2274,1798,18055,20729,39370
2016-10-06,"dusk",266,60,97,1191,599,325,20729,2538
2016-10-06,"night",939,122,4675,32603,2841,776,20729,41956
2016-10-07,"dawn",164,62,900,923,296,195,20729,2540
2016-10-07,"day",10305,4090,2869,5067,1988,14720,20729,39039
2016-10-07,"dusk",414,18,59,1566,200,284,20729,2541
2016-10-07,"night",1463,81,3684,34532,1890,630,20729,42280
2016-10-08,"dawn",0,0,433,2110,0,0,20729,2543
2016-10-08,"day",12388,2636,2321,4980,2641,13742,20729,38708
2016-10-08,"dusk",414,26,0,1,1672,432,20729,2545
2016-10-08,"night",1931,195,2847,29516,7252,863,20729,42604
2016-10-09,"dawn",0,0,254,2293,0,0,20729,2547
2016-10-09,"day",11357,3231,8195,3395,1161,11038,20729,38377
2016-10-09,"dusk",0,0,206,2343,0,0,20729,2549
2016-10-09,"night",1028,106,3567,36643,1155,428,20729,42927
2016-10-10,"dawn",809,227,305,6,294,911,20729,2552
2016-10-10,"day",12321,3516,1201,2643,4267,14097,20729,38045
2016-10-10,"dusk",33,0,206,2009,306,0,20729,2554
2016-10-10,"night",1653,220,4084,32805,3448,1039,20729,43249
2016-10-02,"dawn",1,59,881,1443,0,144,21350,2528
2016-10-02,"day",11848,2311,1887,7030,2027,15593,21350,40696
2016-10-02,"dusk",0,0,61,2468,0,0,21350,2529
2016-10-02,"night",666,5,2521,37198,83,174,21350,40647
2016-10-03,"dawn",367,142,696,914,0,410,21350,2529
2016-10-03,"day",12202,2688,2559,7996,1930,12990,21350,40365
2016-10-03,"dusk",0,0,135,2396,0,0,21350,2531
2016-10-03,"night",0,0,2572,38403,0,0,21350,40975
2016-10-04,"dawn",0,25,950,1505,0,51,21350,2531
2016-10-04,"day",12005,3596,1978,5603,1438,15413,21350,40033
2016-10-04,"dusk",0,0,74,2459,0,0,21350,2533
2016-10-04,"night",465,0,3270,36600,722,246,21350,41303
2016-10-05,"dawn",314,86,1046,778,0,309,21350,2533
2016-10-05,"day",12452,2304,3348,6679,2432,12487,21350,39702
2016-10-05,"dusk",29,0,195,2160,138,13,21350,2535
2016-10-05,"night",529,45,3386,37513,11,146,21350,41630
2016-10-06,"dawn",0,0,267,2269,0,0,21350,2536
2016-10-06,"day",11194,1390,4095,8533,5010,9148,21350,39370
2016-10-06,"dusk",20,0,78,2381,59,0,21350,2538
2016-10-06,"night",479,20,2271,38747,307,132,21350,41956
2016-10-07,"dawn",455,162,612,144,568,599,21350,2540
2016-10-07,"day",12244,2048,4529,6015,2767,11436,21350,39039
2016-10-07,"dusk",634,37,558,1089,35,188,21350,2541
2016-10-07,"night",14,0,3596,38489,176,5,21350,42280
2016-10-08,"dawn",47,76,960,1180,0,280,21350,2543
2016-10-08,"day",10806,2166,5728,4090,4958,10960,21350,38708
2016-10-08,"dusk",0,0,61,2484,0,0,21350,2545
2016-10-08,"night",540,12,2953,38428,561,110,21350,42604
2016-10-09,"dawn",0,0,426,2121,0,0,21350,2547
2016-10-09,"day",11150,2471,5714,4875,908,13259,21350,38377
2016-10-09,"dusk",0,0,114,2045,390,0,21350,2549
2016-10-09,"night",716,19,3203,38785,6,198,21350,42927
2016-10-10,"dawn",0,0,843,1709,0,0,21350,2552
2016-10-10,"day",10398,1276,6439,6947,4191,8794,21350,38045
2016-10-10,"dusk",398,35,476,1497,1,147,21350,2554
2016-10-10,"night",201,20,2736,39801,388,103,21350,43249
2016-10-02,"dawn",0,0,683,1845,0,0,20865,2528
2016-10-02,"day",12515,1180,4408,8989,6336,7268,20865,40696
2016-10-02,"dusk",0,0,105,2424,0,0,20865,2529
2016-10-02,"night",34,0,3042,37261,210,100,20865,40647
2016-10-03,"dawn",0,0,775,1754,0,0,20865,2529
2016-10-03,"day",11817,1108,4308,15720,807,6605,20865,40365
2016-10-03,"dusk",512,9,639,1151,0,220,20865,2531
2016-10-03,"night",123,5,2821,37829,77,120,20865,40975
2016-10-04,"dawn",0,0,879,1652,0,0,20865,2531
2016-10-04,"day",7774,1282,7888,15465,304,7320,20865,40033
2016-10-04,"dusk",0,0,254,2279,0,0,20865,2533
2016-10-04,"night",0,0,2343,38960,0,0,20865,41303
2016-10-05,"dawn",0,0,1158,1375,0,0,20865,2533
2016-10-05,"day",6612,1293,10856,14133,486,6322,20865,39702
2016-10-05,"dusk",0,0,71,2464,0,0,20865,2535
2016-10-05,"night",0,0,2512,39118,0,0,20865,41630
2016-10-06,"dawn",0,0,686,1850,0,0,20865,2536
2016-10-06,"day",10453,1187,6686,12127,1886,7031,20865,39370
2016-10-06,"dusk",0,0,179,2359,0,0,20865,2538
2016-10-06,"night",307,31,3464,37813,18,323,20865,41956
2016-10-07,"dawn",0,0,223,2317,0,0,20865,2540
2016-10-07,"day",10802,1119,6213,10769,3684,6452,20865,39039
2016-10-07,"dusk",0,0,116,2425,0,0,20865,2541
2016-10-07,"night",55,19,3286,38468,232,220,20865,42280
2016-10-08,"dawn",0,0,266,2277,0,0,20865,2543
2016-10-08,"day",9855,1043,10440,10182,1320,5868,20865,38708
2016-10-08,"dusk",0,0,84,2461,0,0,20865,2545
2016-10-08,"night",0,0,2702,39902,0,0,20865,42604
2016-10-09,"dawn",0,0,117,2430,0,0,20865,2547
2016-10-09,"day",6056,687,16297,10205,1313,3819,20865,38377
2016-10-09,"dusk",0,0,88,2461,0,0,20865,2549
2016-10-09,"night",0,0,2863,40064,0,0,20865,42927
2016-10-10,"dawn",51,13,0,0,2449,39,20865,2552
2016-10-10,"day",10648,1591,9230,4662,3718,8196,20865,38045
2016-10-10,"dusk",0,0,21,2532,1,0,20865,2554
2016-10-10,"night",193,0,2739,37336,2890,91,20865,43249
2016-10-02,"dawn",0,0,808,1720,0,0,22068,2528
2016-10-02,"day",10307,2339,4653,12051,1579,9767,22068,40696
2016-10-02,"dusk",0,0,79,2450,0,0,22068,2529
2016-10-02,"night",466,11,3156,36908,0,106,22068,40647
2016-10-03,"dawn",0,0,1073,1456,0,0,22068,2529
2016-10-03,"day",13935,1902,2724,12447,1471,7886,22068,40365
2016-10-03,"dusk",0,0,121,2410,0,0,22068,2531
2016-10-03,"night",449,15,2907,37415,67,122,22068,40975
2016-10-04,"dawn",158,55,1048,1023,0,247,22068,2531
2016-10-04,"day",15672,1927,1926,9122,1255,10131,22068,40033
2016-10-04,"dusk",0,0,66,2467,0,0,22068,2533
2016-10-04,"night",14,5,3093,37967,195,29,22068,41303
2016-10-05,"dawn",0,0,1033,1500,0,0,22068,2533
2016-10-05,"day",14965,2409,2232,7400,1657,11039,22068,39702
2016-10-05,"dusk",37,0,53,1938,502,5,22068,2535
2016-10-05,"night",140,4,3884,36778,596,228,22068,41630
2016-10-06,"dawn",0,0,201,2335,0,0,22068,2536
2016-10-06,"day",16589,1408,4934,5035,2475,8929,22068,39370
2016-10-06,"dusk",377,8,33,1899,56,165,22068,2538
2016-10-06,"night",0,0,2838,39118,0,0,22068,41956
2016-10-07,"dawn",0,0,1085,1455,0,0,22068,2540
2016-10-07,"day",10430,2434,7825,5701,3187,9462,22068,39039
2016-10-07,"dusk",0,0,74,2467,0,0,22068,2541
2016-10-07,"night",259,18,3629,37647,514,213,22068,42280
2016-10-08,"dawn",0,0,319,2224,0,0,22068,2543
2016-10-08,"day",12618,2290,7943,5317,1118,9422,22068,38708
2016-10-08,"dusk",0,0,162,2383,0,0,22068,2545
2016-10-08,"night",943,92,2954,37063,1200,352,22068,42604
2016-10-09,"dawn",0,0,275,2272,0,0,22068,2547
2016-10-09,"day",10946,2393,5900,4177,4998,9963,22068,38377
2016-10-09,"dusk",0,0,49,2500,0,0,22068,2549
2016-10-09,"night",824,14,4740,37156,0,193,22068,42927
2016-10-10,"dawn",0,0,644,1908,0,0,22068,2552
2016-10-10,"day",8636,1501,11619,7120,3311,5858,22068,38045
2016-10-10,"dusk",0,0,147,2407,0,0,22068,2554
2016-10-10,"night",33,26,2376,39556,1214,44,22068,43249
2019-08-23,"dawn",0,0,0,0,2943,0,23286,2943
2019-08-23,"day",0,0,0,9,54163,0,23286,54172
2019-08-23,"dusk",0,0,0,0,2946,0,23286,2946
2019-08-23,"night",0,0,0,14997,11342,0,23286,26339
2019-08-24,"dawn",0,0,0,0,2919,0,23286,2919
2019-08-24,"day",8125,134,383,30343,11059,3801,23286,53845
2019-08-24,"dusk",0,0,0,2920,1,0,23286,2921
2019-08-24,"night",0,0,0,5156,21559,0,23286,26715
2019-08-25,"dawn",0,0,0,0,2896,0,23286,2896
2019-08-25,"day",11761,33,1086,21842,15739,3056,23286,53517
2019-08-25,"dusk",0,0,0,2897,1,0,23286,2898
2019-08-25,"night",0,0,0,13598,13491,0,23286,27089
2019-08-26,"dawn",0,0,151,2722,0,0,23286,2873
2019-08-26,"day",7132,0,8772,24245,11860,1181,23286,53190
2019-08-26,"dusk",0,0,17,2859,0,0,23286,2876
2019-08-26,"night",0,0,65,27396,0,0,23286,27461
2019-08-27,"dawn",47,0,0,0,2806,0,23286,2853
2019-08-27,"day",5147,140,20035,15047,10196,2296,23286,52861
2019-08-27,"dusk",0,0,404,2449,1,0,23286,2854
2019-08-27,"night",580,0,322,5442,21488,0,23286,27832
2019-08-28,"dawn",240,98,1465,757,0,272,23286,2832
2019-08-28,"day",9011,4001,12698,13445,535,12842,23286,52532
2019-08-28,"dusk",24,0,531,2217,13,49,23286,2834
2019-08-28,"night",0,0,3744,24458,0,0,23286,28202
2019-08-29,"dawn",189,93,1719,533,0,278,23286,2812
2019-08-29,"day",4285,4544,19914,8042,391,15028,23286,52204
2019-08-29,"dusk",0,0,210,2604,0,0,23286,2814
2019-08-29,"night",175,11,6082,21799,253,250,23286,28570
2019-08-30,"dawn",25,5,1616,1058,13,77,23286,2794
2019-08-30,"day",4893,4151,20731,5918,537,15644,23286,51874
2019-08-30,"dusk",0,0,237,2559,0,0,23286,2796
2019-08-30,"night",266,6,3341,24579,507,237,23286,28936
2019-08-31,"dawn",0,0,1667,1108,0,0,23286,2775
2019-08-31,"day",6436,5933,11191,9746,186,18053,23286,51545
2019-08-31,"dusk",0,0,308,2469,0,0,23286,2777
2019-08-31,"night",0,0,4243,25060,0,0,23286,29303
2019-09-01,"dawn",79,224,1409,604,0,442,23286,2758
2019-09-01,"day",7553,5760,9768,8198,221,19715,23286,51215
2019-09-01,"dusk",0,0,335,2425,0,0,23286,2760
2019-09-01,"night",0,0,4652,25015,0,0,23286,29667
2019-09-02,"dawn",0,151,1206,761,0,623,23286,2741
2019-09-02,"day",12074,4890,2963,8771,2633,19555,23286,50886
2019-09-02,"dusk",0,0,315,2428,0,0,23286,2743
2019-09-02,"night",282,0,4001,21966,3700,81,23286,30030
2019-09-03,"dawn",241,51,1250,816,60,308,23286,2726
2019-09-03,"day",15018,3739,3445,8380,629,19344,23286,50555
2019-09-03,"dusk",174,0,108,2250,162,34,23286,2728
2019-09-03,"night",197,0,3287,25582,1325,0,23286,30391
2019-09-04,"dawn",314,64,1421,508,111,293,23286,2711
2019-09-04,"day",13878,4281,6138,6074,2149,17705,23286,50225
2019-09-04,"dusk",0,0,389,2324,0,0,23286,2713
2019-09-04,"night",15,0,3416,27258,62,0,23286,30751
2019-09-05,"dawn",191,150,1060,690,0,605,23286,2696
2019-09-05,"day",11954,5435,2695,8055,291,21465,23286,49895
2019-09-05,"dusk",19,0,384,2150,0,145,23286,2698
2019-09-05,"night",24,0,3478,27533,66,10,23286,31111
2019-08-20,"dawn",0,0,0,3021,0,0,23759,3021
2019-08-20,"day",0,0,0,21000,34152,0,23759,55152
2019-08-20,"dusk",0,0,0,1,3021,0,23759,3022
2019-08-20,"night",0,0,79,20784,4342,0,23759,25205
2019-08-21,"dawn",0,0,0,0,2994,0,23759,2994
2019-08-21,"day",4779,6,0,0,49043,998,23759,54826
2019-08-21,"dusk",972,7,0,0,1751,266,23759,2996
2019-08-21,"night",1232,5,2298,46,21744,259,23759,25584
2019-08-22,"dawn",1208,290,0,0,302,1168,23759,2968
2019-08-22,"day",5910,2624,4514,31027,475,9949,23759,54499
2019-08-22,"dusk",572,457,0,0,48,1893,23759,2970
2019-08-22,"night",5226,1107,438,956,13393,4843,23759,25963
2019-08-23,"dawn",1048,614,0,0,84,1197,23759,2943
2019-08-23,"day",3282,2966,6372,30506,321,10725,23759,54172
2019-08-23,"dusk",782,597,0,0,321,1246,23759,2946
2019-08-23,"night",4044,3110,1421,8747,468,8549,23759,26339
2019-08-24,"dawn",69,51,872,1548,66,313,23759,2919
2019-08-24,"day",5097,3266,5788,28351,344,10999,23759,53845
2019-08-24,"dusk",602,640,0,1,87,1591,23759,2921
2019-08-24,"night",4205,3139,1834,9072,555,7910,23759,26715
2019-08-25,"dawn",795,320,468,197,194,922,23759,2896
2019-08-25,"day",3537,3416,7094,30093,135,9242,23759,53517
2019-08-25,"dusk",667,480,299,0,64,1388,23759,2898
2019-08-25,"night",2693,3091,3497,9786,394,7628,23759,27089
2019-08-26,"dawn",1008,297,908,0,101,559,23759,2873
2019-08-26,"day",4574,3339,7984,29618,702,6973,23759,53190
2019-08-26,"dusk",258,921,0,0,0,1697,23759,2876
2019-08-26,"night",5164,6596,1612,448,708,12933,23759,27461
2019-08-27,"dawn",343,55,2322,2,6,125,23759,2853
2019-08-27,"day",3290,2866,7663,30311,471,8260,23759,52861
2019-08-27,"dusk",877,300,719,96,133,729,23759,2854
2019-08-27,"night",4891,7640,0,0,278,15023,23759,27832
2019-08-28,"dawn",314,45,0,0,2004,469,23759,2832
2019-08-28,"day",4831,2889,3965,30610,1784,8453,23759,52532
2019-08-28,"dusk",199,686,0,0,7,1942,23759,2834
2019-08-28,"night",3879,6742,1920,501,1828,13332,23759,28202
2019-08-29,"dawn",917,693,0,0,11,1191,23759,2812
2019-08-29,"day",4106,3245,5148,29961,213,9531,23759,52204
2019-08-29,"dusk",58,612,0,0,16,2128,23759,2814
2019-08-29,"night",5529,6377,857,4242,349,11216,23759,28570
2019-08-30,"dawn",557,659,0,0,24,1554,23759,2794
2019-08-30,"day",5322,3052,4443,29170,641,9246,23759,51874
2019-08-30,"dusk",488,622,0,0,2,1684,23759,2796
2019-08-30,"night",2306,4544,7337,5444,98,9207,23759,28936
2019-08-31,"dawn",789,490,0,0,62,1434,23759,2775
2019-08-31,"day",5356,3387,4176,28328,335,9963,23759,51545
2019-08-31,"dusk",164,638,0,0,0,1975,23759,2777
2019-08-31,"night",4238,5337,1033,5055,1031,12609,23759,29303
2019-09-01,"dawn",357,707,0,0,48,1646,23759,2758
2019-09-01,"day",4554,3403,4072,29267,241,9678,23759,51215
2019-09-01,"dusk",592,533,0,0,50,1585,23759,2760
2019-09-01,"night",4218,5007,1414,6031,434,12563,23759,29667
2019-09-02,"dawn",1062,401,0,0,51,1227,23759,2741
2019-09-02,"day",7151,2817,4183,29273,613,6849,23759,50886
2019-09-02,"dusk",133,705,0,0,16,1889,23759,2743
2019-09-02,"night",4219,5579,1679,4968,697,12888,23759,30030
2019-09-03,"dawn",820,608,0,0,16,1282,23759,2726
2019-09-03,"day",4245,3310,4696,29340,298,8666,23759,50555
2019-09-03,"dusk",143,842,0,0,0,1743,23759,2728
2019-09-03,"night",3532,7245,997,4053,284,14280,23759,30391
2019-09-04,"dawn",810,494,0,0,62,1345,23759,2711
2019-09-04,"day",4811,2330,4530,29935,1857,6762,23759,50225
2019-09-04,"dusk",439,761,0,0,21,1492,23759,2713
2019-09-04,"night",5163,5244,1292,5668,803,12581,23759,30751
2019-09-05,"dawn",863,532,0,0,3,1298,23759,2696
2019-09-05,"day",3814,3356,4712,29084,53,8876,23759,49895
2019-09-05,"dusk",515,661,0,0,65,1457,23759,2698
2019-09-05,"night",4147,5085,1621,5714,1837,12707,23759,31111
2019-09-06,"dawn",266,236,1572,0,2,607,23759,2683
2019-09-06,"day",2809,1965,8381,29843,1241,5325,23759,49564
2019-09-06,"dusk",1109,491,1,0,169,914,23759,2684
2019-09-06,"night",3826,3785,9564,5724,241,8329,23759,31469
2019-09-07,"dawn",315,76,1144,841,0,293,23759,2669
2019-09-07,"day",2302,1372,6580,33893,110,4977,23759,49234
2019-09-07,"dusk",751,527,0,0,31,1362,23759,2671
2019-09-07,"night",5305,7219,52,325,1637,17288,23759,31826
2019-08-26,"dawn",5,37,1496,1210,0,125,23308,2873
2019-08-26,"day",10527,4880,4993,16710,1218,14862,23308,53190
2019-08-26,"dusk",473,37,470,1458,0,438,23308,2876
2019-08-26,"night",720,0,3069,20568,3006,98,23308,27461
2019-08-27,"dawn",999,69,89,466,860,370,23308,2853
2019-08-27,"day",10092,6519,3012,8377,4833,20028,23308,52861
2019-08-27,"dusk",1160,78,453,807,0,356,23308,2854
2019-08-27,"night",1375,3,2350,13496,10340,268,23308,27832
2019-08-28,"dawn",98,34,1340,1260,0,100,23308,2832
2019-08-28,"day",8267,7548,5717,11105,104,19791,23308,52532
2019-08-28,"dusk",5,0,486,2287,0,56,23308,2834
2019-08-28,"night",322,0,2763,23093,1949,75,23308,28202
2019-08-29,"dawn",40,163,1205,955,0,449,23308,2812
2019-08-29,"day",8519,8242,4613,7701,129,23000,23308,52204
2019-08-29,"dusk",160,49,405,1831,0,369,23308,2814
2019-08-29,"night",264,0,3083,22939,2217,67,23308,28570
2019-08-30,"dawn",96,131,890,1400,0,277,23308,2794
2019-08-30,"day",9950,7525,3073,7739,1630,21957,23308,51874
2019-08-30,"dusk",109,0,574,2086,0,27,23308,2796
2019-08-30,"night",668,9,2670,19587,5820,182,23308,28936
2019-08-31,"dawn",81,182,1232,592,367,321,23308,2775
2019-08-31,"day",7924,6946,9981,8132,119,18443,23308,51545
2019-08-31,"dusk",0,0,546,2231,0,0,23308,2777
2019-08-31,"night",90,0,3565,24940,666,42,23308,29303
2019-09-01,"dawn",279,254,1117,459,0,649,23308,2758
2019-09-01,"day",10188,7625,3591,7369,1198,21244,23308,51215
2019-09-01,"dusk",67,0,127,2128,431,7,23308,2760
2019-09-01,"night",335,0,3689,22449,2912,282,23308,29667
2019-09-02,"dawn",592,126,514,285,700,524,23308,2741
2019-09-02,"day",7188,6477,7210,12080,55,17876,23308,50886
2019-09-02,"dusk",427,131,269,1207,279,430,23308,2743
2019-09-02,"night",219,0,3538,25568,652,53,23308,30030
2019-09-03,"dawn",201,291,801,531,75,827,23308,2726
2019-09-03,"day",9491,7796,2672,8937,216,21443,23308,50555
2019-09-03,"dusk",0,0,80,2575,73,0,23308,2728
2019-09-03,"night",128,0,2730,26664,821,48,23308,30391
2019-09-04,"dawn",55,91,1188,850,9,518,23308,2711
2019-09-04,"day",9897,9165,2074,4868,116,24105,23308,50225
2019-09-04,"dusk",43,0,160,2077,433,0,23308,2713
2019-09-04,"night",10,0,2992,27720,29,0,23308,30751
2019-09-05,"dawn",630,124,916,617,60,349,23308,2696
2019-09-05,"day",9740,8901,1542,3497,2843,23372,23308,49895
2019-09-05,"dusk",62,4,594,1970,34,34,23308,2698
2019-09-05,"night",154,0,2645,26167,2117,28,23308,31111
2019-08-27,"dawn",1092,194,61,232,719,555,23323,2853
2019-08-27,"day",14219,4078,6531,6259,6460,15314,23323,52861
2019-08-27,"dusk",0,0,528,2326,0,0,23323,2854
2019-08-27,"night",2959,62,1186,11721,10386,1518,23323,27832
2019-08-28,"dawn",442,127,800,991,19,453,23323,2832
2019-08-28,"day",10844,4823,8631,10242,647,17345,23323,52532
2019-08-28,"dusk",0,0,203,2631,0,0,23323,2834
2019-08-28,"night",95,5,4062,23825,171,44,23323,28202
2019-08-29,"dawn",374,210,798,886,0,544,23323,2812
2019-08-29,"day",9895,5008,10688,10615,691,15307,23323,52204
2019-08-29,"dusk",0,0,251,2563,0,0,23323,2814
2019-08-29,"night",73,0,3560,24349,588,0,23323,28570
2019-08-30,"dawn",269,270,846,733,0,676,23323,2794
2019-08-30,"day",7310,4278,15390,10962,159,13775,23323,51874
2019-08-30,"dusk",0,0,936,1860,0,0,23323,2796
2019-08-30,"night",0,0,4003,24933,0,0,23323,28936
2019-08-31,"dawn",179,372,656,304,5,1259,23323,2775
2019-08-31,"day",11514,4480,9441,9280,953,15877,23323,51545
2019-08-31,"dusk",14,0,320,2286,133,24,23323,2777
2019-08-31,"night",288,0,3716,23469,1815,15,23323,29303
2019-09-01,"dawn",689,253,558,434,2,822,23323,2758
2019-09-01,"day",10714,4824,11906,7633,779,15359,23323,51215
2019-09-01,"dusk",0,0,938,1822,0,0,23323,2760
2019-09-01,"night",432,12,3839,22921,2292,171,23323,29667
2019-09-02,"dawn",1044,229,18,24,577,849,23323,2741
2019-09-02,"day",6907,2648,23104,6490,893,10844,23323,50886
2019-09-02,"dusk",1,0,1836,906,0,0,23323,2743
2019-09-02,"night",3193,36,3100,7586,15209,906,23323,30030
2019-09-03,"dawn",503,264,771,105,5,1078,23323,2726
2019-09-03,"day",8479,4171,10702,8629,1094,17480,23323,50555
