"date","tod","Feed","Forage","NestMove","NestNotMove","NotMoving","Travel","id","Total"
2014-03-07,"day",5800,739,13904,12078,1616,5483,13039,39620
2014-03-07,"dusk",0,0,107,2429,0,0,13039,2536
2014-03-07,"night",0,0,4004,37706,0,0,13039,41710
2014-03-08,"dawn",0,0,652,1880,0,0,13039,2532
2014-03-08,"day",11792,553,7930,13994,752,4935,13039,39956
2014-03-08,"dusk",0,0,51,2482,0,0,13039,2533
2014-03-08,"night",0,0,3789,37590,0,0,13039,41379
2014-03-09,"dawn",0,0,1513,4617,0,0,13039,6130
2014-03-09,"day",10039,884,9033,13454,702,6180,13039,40292
2014-03-09,"dusk",0,0,92,2440,0,0,13039,2532
2014-03-09,"night",0,0,3698,33748,0,0,13039,37446
2014-03-09,"dawn",8,0,1685,4435,0,2,12825,6130
2014-03-09,"day",12392,361,6914,15575,1521,3529,12825,40292
2014-03-09,"dusk",0,0,530,2002,0,0,12825,2532
2014-03-09,"night",0,0,3578,33868,0,0,12825,37446
2014-03-10,"dawn",24,0,819,1568,102,15,12825,2528
2014-03-10,"day",14139,418,5124,12795,3582,4572,12825,40630
2014-03-10,"dusk",0,0,86,2444,0,0,12825,2530
2014-03-10,"night",0,0,3442,37270,0,0,12825,40712
2014-03-11,"dawn",886,175,11,3,280,1172,12825,2527
2014-03-11,"day",14436,987,3117,11446,2233,8746,12825,40965
2014-03-11,"dusk",0,0,122,2407,0,0,12825,2529
2014-03-11,"night",0,0,4565,35814,0,0,12825,40379
2014-03-12,"dawn",669,152,0,0,442,1264,12825,2527
2014-03-12,"day",16201,1080,3229,9057,2746,8989,12825,41302
2014-03-12,"dusk",0,0,63,2464,0,1,12825,2528
2014-03-12,"night",184,12,5281,34464,1,101,12825,40043
2014-03-13,"dawn",1063,98,6,0,204,1156,12825,2527
2014-03-13,"day",17537,1059,3421,8436,2511,8674,12825,41638
2014-03-13,"dusk",0,0,200,2329,0,0,12825,2529
2014-03-13,"night",0,0,4231,35475,0,0,12825,39706
2014-03-14,"dawn",682,177,0,0,403,1265,12825,2527
2014-03-14,"day",15713,849,3575,15018,777,6043,12825,41975
2014-03-14,"dusk",1,0,64,2464,0,0,12825,2529
2014-03-14,"night",222,123,4485,33347,89,1103,12825,39369
2014-03-15,"dawn",713,108,0,0,561,1146,12825,2528
2014-03-15,"day",13433,1128,5548,13259,618,8325,12825,42311
2014-03-15,"dusk",0,0,38,2492,0,1,12825,2531
2014-03-15,"night",736,81,6330,30079,709,1095,12825,39030
2014-03-16,"dawn",647,127,128,213,145,1269,12825,2529
2014-03-16,"day",4458,2396,16911,5980,1717,11186,12825,42648
2014-03-16,"dusk",1,0,101,2429,0,0,12825,2531
2014-03-16,"night",335,62,6925,30693,18,659,12825,38692
2014-02-28,"dawn",0,0,692,1873,0,0,12364,2565
2014-02-28,"day",12198,540,3778,13958,1468,5327,12364,37269
2014-02-28,"dusk",0,0,132,2435,0,0,12364,2567
2014-02-28,"night",14,0,2363,41059,563,0,12364,43999
2014-03-01,"dawn",0,0,393,2166,0,0,12364,2559
2014-03-01,"day",11732,1004,3381,12515,1842,7130,12364,37604
2014-03-01,"dusk",0,0,184,2377,0,0,12364,2561
2014-03-01,"night",0,0,3271,40405,0,0,12364,43676
2014-03-02,"dawn",0,0,1012,1541,0,0,12364,2553
2014-03-02,"day",12787,1120,3596,5525,7334,7578,12364,37940
2014-03-02,"dusk",38,4,174,2291,0,49,12364,2556
2014-03-02,"night",0,0,2089,41262,0,0,12364,43351
2014-03-03,"dawn",0,0,1265,1284,0,0,12364,2549
2014-03-03,"day",10719,1153,6204,9049,1930,9220,12364,38275
2014-03-03,"dusk",0,0,219,2332,0,0,12364,2551
2014-03-03,"night",20,0,4134,38251,620,0,12364,43025
2014-03-04,"dawn",0,0,280,2264,0,0,12364,2544
2014-03-04,"day",12311,888,3147,12827,1756,7683,12364,38612
2014-03-04,"dusk",30,0,1121,1395,0,0,12364,2546
2014-03-04,"night",149,0,3344,39124,11,70,12364,42698
2014-03-05,"dawn",0,0,148,2392,0,0,12364,2540
2014-03-05,"day",15275,1112,3496,6306,3421,9338,12364,38948
2014-03-05,"dusk",0,0,70,2473,0,0,12364,2543
2014-03-05,"night",0,0,2635,39734,0,0,12364,42369
2014-03-06,"dawn",0,0,356,2181,0,0,12364,2537
2014-03-06,"day",10826,1498,2125,8393,6025,10417,12364,39284
2014-03-06,"dusk",0,0,65,2474,0,0,12364,2539
2014-03-06,"night",56,0,3700,37533,727,24,12364,42040
2014-03-07,"dawn",342,0,516,1585,19,72,12364,2534
2014-03-07,"day",13863,364,2520,12928,5199,4746,12364,39620
2014-03-07,"dusk",0,0,141,2395,0,0,12364,2536
2014-03-07,"night",762,21,3188,37361,212,166,12364,41710
2014-03-08,"dawn",636,5,763,1030,0,98,12364,2532
2014-03-08,"day",18665,887,2195,9260,1325,7624,12364,39956
2014-03-08,"dusk",0,0,303,2230,0,0,12364,2533
2014-03-08,"night",0,0,3563,37816,0,0,12364,41379
2014-03-09,"dawn",433,12,843,4681,33,128,12364,6130
2014-03-09,"day",13183,385,4932,16318,577,4897,12364,40292
2014-03-09,"dusk",0,0,80,2452,0,0,12364,2532
2014-03-09,"night",46,6,2656,34721,0,17,12364,37446
2014-03-10,"dawn",438,47,483,635,139,786,12364,2528
2014-03-10,"day",16975,657,2357,11401,2182,7058,12364,40630
2014-03-10,"dusk",0,0,91,2439,0,0,12364,2530
2014-03-10,"night",35,0,2898,37732,40,7,12364,40712
2014-03-11,"dawn",525,172,0,0,620,1210,12364,2527
2014-03-11,"day",12033,622,5469,15222,769,6850,12364,40965
2014-03-11,"dusk",0,0,52,2426,50,1,12364,2529
2014-03-11,"night",100,38,3058,36174,299,710,12364,40379
2014-03-12,"dawn",661,96,0,0,872,898,12364,2527
2014-03-12,"day",13450,879,2454,16800,733,6986,12364,41302
2014-03-12,"dusk",0,0,93,2434,0,1,12364,2528
2014-03-12,"night",204,71,3152,35070,591,955,12364,40043
2014-03-13,"dawn",320,286,0,0,125,1796,12364,2527
2014-03-13,"day",13381,561,3179,17021,739,6757,12364,41638
2014-03-13,"dusk",0,0,106,2412,10,1,12364,2529
2014-03-13,"night",100,60,3674,35114,81,677,12364,39706
2014-03-14,"dawn",280,320,0,0,120,1807,12364,2527
2014-03-14,"day",12990,922,3355,16422,724,7562,12364,41975
2014-03-14,"dusk",0,1,100,2428,0,0,12364,2529
2014-03-14,"night",583,108,2686,33864,939,1189,12364,39369
2014-03-15,"dawn",95,388,0,0,34,2011,12364,2528
2014-03-15,"day",13945,962,2657,15338,686,8723,12364,42311
2014-03-15,"dusk",0,0,36,2494,0,1,12364,2531
2014-03-15,"night",317,255,3077,33628,136,1617,12364,39030
2014-03-16,"dawn",528,260,0,0,164,1577,12364,2529
2014-03-16,"day",11068,922,4015,17397,1941,7305,12364,42648
2014-03-16,"dusk",0,1,68,2462,0,0,12364,2531
2014-03-16,"night",947,319,3162,31662,555,2047,12364,38692
2014-03-17,"dawn",241,383,0,0,32,1876,12364,2532
2014-03-17,"day",13407,751,5251,14413,2904,6258,12364,42984
2014-03-17,"dusk",0,0,72,2461,0,1,12364,2534
2014-03-17,"night",1006,345,3722,30308,315,2654,12364,38350
2014-03-18,"dawn",832,317,0,0,35,1350,12364,2534
2014-03-18,"day",10636,738,5170,21584,325,4868,12364,43321
2014-03-18,"dusk",0,0,74,2461,0,1,12364,2536
2014-03-18,"night",2183,739,3968,27088,1175,2856,12364,38009
2014-03-19,"dawn",725,202,0,0,350,1260,12364,2537
2014-03-19,"day",14716,1228,1336,13358,5155,7864,12364,43657
2014-03-19,"dusk",0,0,83,2455,0,1,12364,2539
2014-03-19,"night",668,35,2314,33820,421,409,12364,37667
2014-03-20,"dawn",1516,128,0,0,2,895,12364,2541
2014-03-20,"day",12222,764,3734,17085,3814,6374,12364,43993
2014-03-20,"dusk",1,0,14,2528,0,0,12364,2543
2014-03-20,"night",270,32,1557,32341,2685,438,12364,37323
2014-03-21,"dawn",716,30,620,1030,3,146,12364,2545
2014-03-21,"day",11870,563,2616,21973,1428,5880,12364,44330
2014-03-21,"dusk",0,0,126,2421,0,0,12364,2547
2014-03-21,"night",0,0,1072,35906,0,0,12364,36978
2014-03-06,"dawn",0,0,66,2471,0,0,12576,2537
2014-03-06,"day",10119,259,5814,18833,2287,1972,12576,39284
2014-03-06,"dusk",0,0,62,2477,0,0,12576,2539
2014-03-06,"night",0,0,1082,40958,0,0,12576,42040
2014-03-07,"dawn",0,0,171,2363,0,0,12576,2534
2014-03-07,"day",12993,508,5999,11774,3953,4393,12576,39620
2014-03-07,"dusk",0,0,95,2441,0,0,12576,2536
2014-03-07,"night",0,0,2152,39558,0,0,12576,41710
2014-03-08,"dawn",0,0,127,2405,0,0,12576,2532
2014-03-08,"day",13763,807,6021,14601,832,3932,12576,39956
2014-03-08,"dusk",0,0,105,2428,0,0,12576,2533
2014-03-08,"night",0,0,3583,37796,0,0,12576,41379
2014-03-09,"dawn",0,0,357,5773,0,0,12576,6130
2014-03-09,"day",13103,541,4518,15618,1126,5386,12576,40292
2014-03-09,"dusk",0,0,78,2454,0,0,12576,2532
2014-03-09,"night",0,0,2076,35370,0,0,12576,37446
2014-03-10,"dawn",719,172,9,0,102,1526,12576,2528
2014-03-10,"day",6358,358,3609,26980,752,2573,12576,40630
2014-03-10,"dusk",0,0,67,2462,0,1,12576,2530
2014-03-10,"night",1260,253,3440,33271,454,2034,12576,40712
2014-03-11,"dawn",0,0,472,2055,0,0,12576,2527
2014-03-11,"day",15234,1221,3048,9825,1264,10373,12576,40965
2014-03-11,"dusk",0,0,462,2067,0,0,12576,2529
2014-03-11,"night",13840,1115,4445,9793,1147,10039,12576,40379
2014-03-12,"dawn",0,0,209,2318,0,0,12576,2527
2014-03-12,"day",12819,1659,3826,9964,1749,11285,12576,41302
2014-03-12,"dusk",1398,25,11,1,0,1093,12576,2528
2014-03-12,"night",9322,946,6162,14739,465,8409,12576,40043
2014-03-13,"dawn",0,0,428,2099,0,0,12576,2527
2014-03-13,"day",17011,867,3859,9684,2441,7776,12576,41638
2014-03-13,"dusk",46,0,1276,1188,0,19,12576,2529
2014-03-13,"night",7882,287,3936,24871,126,2604,12576,39706
2014-03-12,"dawn",0,0,656,1871,0,0,13466,2527
2014-03-12,"day",12570,293,6520,16770,2254,2895,13466,41302
2014-03-12,"dusk",0,0,17,2511,0,0,13466,2528
2014-03-12,"night",0,0,3239,36804,0,0,13466,40043
2014-03-13,"dawn",0,0,409,2118,0,0,13466,2527
2014-03-13,"day",19859,516,5379,10872,553,4459,13466,41638
2014-03-13,"dusk",0,0,102,2427,0,0,13466,2529
2014-03-13,"night",0,0,2144,37562,0,0,13466,39706
2014-03-14,"dawn",0,0,273,2254,0,0,13466,2527
2014-03-14,"day",21755,1352,2130,1135,6146,9457,13466,41975
2014-03-14,"dusk",591,135,517,12,0,1274,13466,2529
2014-03-14,"night",0,0,2776,36593,0,0,13466,39369
2014-03-15,"dawn",0,0,627,1901,0,0,13466,2528
2014-03-15,"day",22610,668,3017,7804,2173,6039,13466,42311
2014-03-15,"dusk",0,0,139,2392,0,0,13466,2531
2014-03-15,"night",0,0,2415,36615,0,0,13466,39030
2014-03-03,"dawn",0,0,77,2472,0,0,13179,2549
2014-03-03,"day",12298,620,7918,14081,221,3137,13179,38275
2014-03-03,"dusk",0,0,23,2528,0,0,13179,2551
2014-03-03,"night",0,0,2960,40065,0,0,13179,43025
2014-03-04,"dawn",0,0,68,2476,0,0,13179,2544
2014-03-04,"day",9460,396,8673,16925,334,2824,13179,38612
2014-03-04,"dusk",0,0,79,2467,0,0,13179,2546
2014-03-04,"night",0,0,2213,40485,0,0,13179,42698
2014-03-05,"dawn",0,0,104,2436,0,0,13179,2540
2014-03-05,"day",10648,548,7972,11847,4024,3909,13179,38948
2014-03-05,"dusk",0,0,145,2398,0,0,13179,2543
2014-03-05,"night",0,0,3477,38892,0,0,13179,42369
2014-03-06,"dawn",0,0,10,2527,0,0,13179,2537
2014-03-06,"day",9089,714,11619,11821,954,5087,13179,39284
2014-03-06,"dusk",0,0,56,2483,0,0,13179,2539
2014-03-06,"night",34,0,2349,39624,6,27,13179,42040
2014-03-07,"dawn",0,0,9,2525,0,0,13179,2534
2014-03-07,"day",10135,511,10374,13269,1869,3462,13179,39620
2014-03-07,"dusk",0,0,111,2425,0,0,13179,2536
2014-03-07,"night",0,0,1653,40057,0,0,13179,41710
2014-03-08,"dawn",0,0,147,2385,0,0,13179,2532
2014-03-08,"day",13779,860,6103,13004,698,5512,13179,39956
2014-03-08,"dusk",0,0,42,2491,0,0,13179,2533
2014-03-08,"night",0,0,2867,38512,0,0,13179,41379
2014-03-09,"dawn",0,0,348,5782,0,0,13179,6130
2014-03-09,"day",13134,740,6103,14453,385,5477,13179,40292
2014-03-09,"dusk",0,0,62,2470,0,0,13179,2532
2014-03-09,"night",0,0,1850,35596,0,0,13179,37446
2014-03-10,"dawn",55,0,133,2062,269,9,13179,2528
2014-03-10,"day",14614,428,3363,9957,8163,4105,13179,40630
2014-03-10,"dusk",15,18,82,677,1726,12,13179,2530
2014-03-10,"night",148,0,1198,33859,5501,6,13179,40712
2014-03-11,"dawn",852,0,829,652,0,194,13179,2527
2014-03-11,"day",13732,1409,1550,12813,2147,9314,13179,40965
2014-03-11,"dusk",0,0,19,2510,0,0,13179,2529
2014-03-11,"night",0,0,3423,36956,0,0,13179,40379
2014-03-12,"dawn",153,91,1093,223,0,967,13179,2527
2014-03-12,"day",11107,761,3861,18519,1174,5880,13179,41302
2014-03-12,"dusk",0,0,29,2499,0,0,13179,2528
2014-03-12,"night",0,0,2187,37856,0,0,13179,40043
2014-03-13,"dawn",941,164,61,0,496,865,13179,2527
2014-03-13,"day",14008,728,4218,13804,3266,5614,13179,41638
2014-03-13,"dusk",0,0,73,2364,92,0,13179,2529
2014-03-13,"night",76,0,4015,33587,2024,4,13179,39706
2016-11-07,"dawn",0,0,545,2328,0,0,22038,2873
2016-11-07,"day",5795,476,1698,2023,16100,2875,22038,28967
2016-11-07,"dusk",808,95,0,1,1611,360,22038,2875
2016-11-07,"night",1684,91,1098,27318,20652,842,22038,51685
2016-11-08,"dawn",0,0,83,2808,0,0,22038,2891
2016-11-08,"day",7104,829,3850,9222,1620,6034,22038,28659
2016-11-08,"dusk",1092,52,7,366,573,803,22038,2893
2016-11-08,"night",0,0,2014,49943,0,0,22038,51957
2016-11-09,"dawn",0,0,45,2864,0,0,22038,2909
2016-11-09,"day",6529,997,3288,7121,2734,7684,22038,28353
2016-11-09,"dusk",961,212,653,39,17,1030,22038,2912
2016-11-09,"night",105,22,2763,48951,248,137,22038,52226
2016-11-10,"dawn",0,0,47,2881,0,0,22038,2928
2016-11-10,"day",3257,1179,6344,6618,1001,9651,22038,28050
2016-11-10,"dusk",186,397,0,1,14,2332,22038,2930
2016-11-10,"night",186,71,3726,48262,0,247,22038,52492
2016-11-11,"dawn",0,0,142,2805,0,0,22038,2947
2016-11-11,"day",3784,1770,4190,5724,577,11704,22038,27749
2016-11-11,"dusk",591,290,380,99,121,1468,22038,2949
2016-11-11,"night",390,10,4452,47765,10,128,22038,52755
2016-11-12,"dawn",0,0,134,2833,0,0,22038,2967
2016-11-12,"day",3846,980,6759,8172,455,7239,22038,27451
2016-11-12,"dusk",1097,63,441,284,174,909,22038,2968
2016-11-12,"night",207,9,2286,50419,0,93,22038,53014
2016-11-13,"dawn",0,0,80,2906,0,0,22038,2986
2016-11-13,"day",4823,755,9676,6471,122,5309,22038,27156
2016-11-13,"dusk",433,33,1362,1045,0,115,22038,2988
2016-11-13,"night",78,9,2523,50566,26,68,22038,53270
2016-11-14,"dawn",0,0,40,2966,0,0,22038,3006
2016-11-14,"day",5563,1083,7705,5758,741,6014,22038,26864
2016-11-14,"dusk",197,9,718,1960,1,123,22038,3008
2016-11-14,"night",0,0,1720,51802,0,0,22038,53522
2016-11-15,"dawn",0,0,638,2388,0,0,22038,3026
2016-11-15,"day",8522,793,4637,4423,3844,4355,22038,26574
2016-11-15,"dusk",0,0,618,2411,0,0,22038,3029
2016-11-15,"night",874,52,3338,48313,156,1038,22038,53771
2016-11-16,"dawn",0,0,95,2952,0,0,22038,3047
2016-11-16,"day",4415,527,4427,12632,343,3944,22038,26288
2016-11-16,"dusk",941,88,873,573,21,553,22038,3049
2016-11-16,"night",201,6,3482,50106,123,98,22038,54016
2016-11-17,"dawn",0,0,407,2661,0,0,22038,3068
2016-11-17,"day",3930,750,7204,9660,408,4054,22038,26006
2016-11-17,"dusk",255,34,272,2068,120,321,22038,3070
2016-11-17,"night",0,0,3363,50893,0,0,22038,54256
2016-11-18,"dawn",0,0,124,2965,0,0,22038,3089
2016-11-18,"day",4047,1029,5081,10324,919,4329,22038,25729
2016-11-18,"dusk",94,0,211,2619,61,105,22038,3090
2016-11-18,"night",30,0,3343,51080,0,39,22038,54492
2016-11-19,"dawn",0,0,622,2488,0,0,22038,3110
2016-11-19,"day",3547,646,4546,12728,489,3498,22038,25454
2016-11-19,"dusk",759,110,744,928,56,515,22038,3112
2016-11-19,"night",224,12,3130,51155,2,201,22038,54724
2016-11-20,"dawn",0,0,84,3048,0,0,22038,3132
2016-11-20,"day",5108,483,5511,9716,1642,2724,22038,25184
2016-11-20,"dusk",1039,40,877,807,1,369,22038,3133
2016-11-20,"night",0,0,3675,51276,0,0,22038,54951
2016-11-21,"dawn",0,0,163,2990,0,0,22038,3153
2016-11-21,"day",3577,643,4813,11667,601,3618,22038,24919
2016-11-21,"dusk",30,26,1090,1828,0,181,22038,3155
2016-11-21,"night",445,13,5863,48296,230,326,22038,55173
2016-11-22,"dawn",0,0,235,2939,0,0,22038,3174
2016-11-22,"day",2948,689,4228,14192,329,2272,22038,24658
2016-11-22,"dusk",835,31,545,1118,341,306,22038,3176
2016-11-22,"night",58,0,5686,49291,244,113,22038,55392
2016-11-23,"dawn",104,0,0,0,3027,65,22038,3196
2016-11-23,"day",7180,720,507,1584,10495,3917,22038,24403
2016-11-23,"dusk",15,0,809,2256,1,116,22038,3197
2016-11-23,"night",4563,30,1045,2612,46082,1272,22038,55604
2016-11-24,"dawn",0,0,166,3051,0,0,22038,3217
2016-11-24,"day",2418,573,6923,9918,996,3325,22038,24153
2016-11-24,"dusk",50,0,1715,1415,0,39,22038,3219
2016-11-24,"night",897,11,4776,49817,52,258,22038,55811
2016-11-25,"dawn",0,0,731,2507,0,0,22038,3238
2016-11-25,"day",3102,642,8507,7512,156,3989,22038,23908
2016-11-25,"dusk",1191,269,520,255,68,938,22038,3241
2016-11-25,"night",250,9,3782,51889,6,77,22038,56013
2016-11-07,"dawn",0,0,184,2689,0,0,20921,2873
2016-11-07,"day",2457,475,4305,19242,155,2333,20921,28967
2016-11-07,"dusk",0,0,84,2791,0,0,20921,2875
2016-11-07,"night",688,19,4799,45695,232,252,20921,51685
2016-11-08,"dawn",0,0,93,2798,0,0,20921,2891
2016-11-08,"day",5338,745,4891,11212,746,5727,20921,28659
2016-11-08,"dusk",101,57,557,1936,0,242,20921,2893
2016-11-08,"night",1001,7,4271,46097,345,236,20921,51957
2016-11-09,"dawn",0,0,44,2865,0,0,20921,2909
2016-11-09,"day",3487,969,6190,13103,760,3844,20921,28353
2016-11-09,"dusk",627,157,0,804,772,552,20921,2912
2016-11-09,"night",662,37,2480,48627,267,153,20921,52226
2016-11-10,"dawn",0,0,337,2591,0,0,20921,2928
2016-11-10,"day",5434,988,7193,4889,2063,7483,20921,28050
2016-11-10,"dusk",1626,115,0,1,298,890,20921,2930
2016-11-10,"night",521,31,5413,46112,223,192,20921,52492
2016-11-11,"dawn",0,0,38,2909,0,0,20921,2947
2016-11-11,"day",5293,932,6193,6343,1790,7198,20921,27749
2016-11-11,"dusk",1053,116,638,618,11,513,20921,2949
2016-11-11,"night",739,17,5591,46094,144,170,20921,52755
2016-11-12,"dawn",0,0,73,2894,0,0,20921,2967
2016-11-12,"day",6889,1258,4943,5720,874,7767,20921,27451
2016-11-12,"dusk",413,31,1964,265,27,268,20921,2968
2016-11-12,"night",361,5,4061,48443,47,97,20921,53014
2016-11-13,"dawn",0,0,141,2845,0,0,20921,2986
2016-11-13,"day",5257,897,3225,10783,706,6288,20921,27156
2016-11-13,"dusk",0,0,72,2916,0,0,20921,2988
2016-11-13,"night",563,7,3678,48603,262,157,20921,53270
2016-11-14,"dawn",0,0,30,2976,0,0,20921,3006
2016-11-14,"day",6334,999,4340,7998,593,6600,20921,26864
2016-11-14,"dusk",1241,32,773,627,14,321,20921,3008
2016-11-14,"night",109,0,4362,48961,23,67,20921,53522
2016-11-15,"dawn",0,0,189,2837,0,0,20921,3026
2016-11-15,"day",8626,555,4544,5293,1132,6424,20921,26574
2016-11-15,"dusk",0,0,68,2961,0,0,20921,3029
2016-11-15,"night",888,15,5218,47099,166,385,20921,53771
2016-11-16,"dawn",98,0,99,2089,741,20,20921,3047
2016-11-16,"day",5523,839,1134,2899,11356,4537,20921,26288
2016-11-16,"dusk",681,5,147,1038,1105,73,20921,3049
2016-11-16,"night",3037,120,2746,31212,15888,1013,20921,54016
2016-11-17,"dawn",0,0,133,2935,0,0,20921,3068
2016-11-17,"day",4869,706,5670,11351,303,3107,20921,26006
2016-11-17,"dusk",5,0,622,2416,0,27,20921,3070
2016-11-17,"night",275,13,3969,49688,165,146,20921,54256
2016-11-18,"dawn",0,0,64,3025,0,0,20921,3089
2016-11-18,"day",2960,357,4485,12907,2370,2650,20921,25729
2016-11-18,"dusk",81,5,104,2439,389,72,20921,3090
2016-11-18,"night",654,6,3907,49435,321,169,20921,54492
2016-11-19,"dawn",0,0,98,3012,0,0,20921,3110
2016-11-19,"day",3410,442,6768,12223,246,2365,20921,25454
2016-11-19,"dusk",1037,23,1857,55,44,96,20921,3112
2016-11-19,"night",31,0,2714,51540,407,32,20921,54724
2016-11-20,"dawn",0,0,235,2897,0,0,20921,3132
2016-11-20,"day",2422,449,4105,15919,513,1776,20921,25184
2016-11-20,"dusk",718,16,1160,1133,22,84,20921,3133
2016-11-20,"night",287,17,5239,49231,72,105,20921,54951
2016-11-21,"dawn",0,0,101,3052,0,0,20921,3153
2016-11-21,"day",2574,545,3962,15676,248,1914,20921,24919
2016-11-21,"dusk",0,0,1033,2122,0,0,20921,3155
2016-11-21,"night",855,11,4242,49200,644,221,20921,55173
2016-11-22,"dawn",0,0,73,3101,0,0,20921,3174
2016-11-22,"day",3071,437,5726,13190,609,1625,20921,24658
2016-11-22,"dusk",370,10,806,1656,268,66,20921,3176
2016-11-22,"night",1281,77,5439,47432,771,392,20921,55392
2016-11-23,"dawn",0,0,74,3122,0,0,20921,3196
2016-11-23,"day",3509,890,3282,11673,1188,3861,20921,24403
2016-11-23,"dusk",0,0,117,3080,0,0,20921,3197
2016-11-23,"night",846,30,4899,49516,154,159,20921,55604
2016-11-24,"dawn",0,0,114,3103,0,0,20921,3217
2016-11-24,"day",3170,651,5024,11581,871,2856,20921,24153
2016-11-24,"dusk",629,18,848,1290,307,127,20921,3219
2016-11-24,"night",9,0,3850,51413,539,0,20921,55811
2016-11-25,"dawn",0,0,227,3011,0,0,20921,3238
2016-11-25,"day",4218,451,6641,9322,580,2696,20921,23908
2016-11-25,"dusk",0,0,142,3099,0,0,20921,3241
2016-11-25,"night",1023,34,5231,49253,240,232,20921,56013
2016-11-07,"dawn",0,0,316,2557,0,0,20904,2873
2016-11-07,"day",1860,513,7815,16188,374,2217,20904,28967
2016-11-07,"dusk",0,0,159,2716,0,0,20904,2875
2016-11-07,"night",0,0,5643,46042,0,0,20904,51685
2016-11-08,"dawn",0,0,80,2811,0,0,20904,2891
2016-11-08,"day",2491,1020,7464,12202,1129,4353,20904,28659
2016-11-08,"dusk",0,0,207,2686,0,0,20904,2893
2016-11-08,"night",63,0,3178,48709,1,6,20904,51957
2016-11-09,"dawn",0,0,117,2792,0,0,20904,2909
2016-11-09,"day",2960,1246,6717,8632,1917,6881,20904,28353
2016-11-09,"dusk",0,0,1835,1077,0,0,20904,2912
2016-11-09,"night",0,0,5686,46540,0,0,20904,52226
2016-11-10,"dawn",0,0,309,2619,0,0,20904,2928
2016-11-10,"day",2356,1076,5698,9507,1727,7686,20904,28050
2016-11-10,"dusk",705,142,576,4,43,1460,20904,2930
2016-11-10,"night",49,0,4700,47742,0,1,20904,52492
2016-11-11,"dawn",0,0,57,2890,0,0,20904,2947
2016-11-11,"day",2920,1021,4624,7474,760,10950,20904,27749
2016-11-11,"dusk",278,5,1665,834,2,165,20904,2949
2016-11-11,"night",0,0,4468,48287,0,0,20904,52755
2016-11-12,"dawn",0,0,163,2804,0,0,20904,2967
2016-11-12,"day",3206,1171,5177,8251,848,8798,20904,27451
2016-11-12,"dusk",33,0,883,1924,75,53,20904,2968
2016-11-12,"night",50,0,4682,48282,0,0,20904,53014
2016-11-13,"dawn",0,0,272,2714,0,0,20904,2986
2016-11-13,"day",3528,695,6075,11641,628,4589,20904,27156
2016-11-13,"dusk",0,0,186,2802,0,0,20904,2988
2016-11-13,"night",235,0,4346,48623,0,66,20904,53270
2016-11-14,"dawn",0,0,95,2911,0,0,20904,3006
2016-11-14,"day",3250,421,7742,12129,463,2859,20904,26864
2016-11-14,"dusk",171,0,196,2472,51,118,20904,3008
2016-11-14,"night",0,0,3021,50501,0,0,20904,53522
2016-11-15,"dawn",0,0,262,2764,0,0,20904,3026
2016-11-15,"day",6742,481,4603,7088,3934,3726,20904,26574
2016-11-15,"dusk",95,0,92,2817,8,17,20904,3029
2016-11-15,"night",502,0,3940,49212,8,109,20904,53771
2016-11-16,"dawn",0,0,164,2883,0,0,20904,3047
2016-11-16,"day",4786,345,5851,8083,4460,2763,20904,26288
2016-11-16,"dusk",1921,79,0,1,652,396,20904,3049
2016-11-16,"night",397,18,3134,49917,297,253,20904,54016
2016-11-17,"dawn",49,0,0,0,2988,31,20904,3068
2016-11-17,"day",8451,497,1535,4614,7886,3023,20904,26006
2016-11-17,"dusk",753,22,434,1116,4,741,20904,3070
2016-11-17,"night",2066,34,1235,22331,28087,503,20904,54256
2016-11-18,"dawn",0,0,276,2813,0,0,20904,3089
2016-11-18,"day",3716,257,6248,12226,1000,2282,20904,25729
2016-11-18,"dusk",940,25,413,1582,0,130,20904,3090
2016-11-18,"night",1527,13,2321,28251,21684,696,20904,54492
2016-11-19,"dawn",0,0,292,2818,0,0,20904,3110
2016-11-19,"day",5166,295,3566,13985,1201,1241,20904,25454
2016-11-19,"dusk",0,0,140,2972,0,0,20904,3112
2016-11-19,"night",428,9,3046,51090,11,140,20904,54724
2016-11-20,"dawn",0,0,43,3089,0,0,20904,3132
2016-11-20,"day",3976,155,4677,15158,459,759,20904,25184
2016-11-20,"dusk",0,0,234,2899,0,0,20904,3133
2016-11-20,"night",1221,14,4224,48925,368,199,20904,54951
2016-11-21,"dawn",95,0,7,0,3014,37,20904,3153
2016-11-21,"day",4791,363,2229,7286,8257,1993,20904,24919
2016-11-21,"dusk",142,19,0,0,2866,128,20904,3155
2016-11-21,"night",2766,51,316,5449,45813,778,20904,55173
2016-11-22,"dawn",0,0,135,3039,0,0,20904,3174
2016-11-22,"day",2040,107,7570,12634,1511,796,20904,24658
2016-11-22,"dusk",0,0,329,2847,0,0,20904,3176
2016-11-22,"night",23,0,2736,52577,0,56,20904,55392
2016-11-23,"dawn",0,0,40,3156,0,0,20904,3196
2016-11-23,"day",2483,265,5734,14308,278,1335,20904,24403
2016-11-23,"dusk",516,26,1611,915,3,126,20904,3197
2016-11-23,"night",0,0,3457,52147,0,0,20904,55604
2016-11-24,"dawn",0,0,73,3144,0,0,20904,3217
2016-11-24,"day",2337,297,4776,15208,342,1193,20904,24153
2016-11-24,"dusk",0,0,393,2826,0,0,20904,3219
